company,cars_bought,type_buyer,frequency,recency,monetary,hp,age,mileage,sell_price,share_gear_type_1140_1141,share_gear_type_1139,share_gear_type_1138,share_fuel_type_1140,share_fuel_type_1139,share_fuel_type_other,profit_per_car
Garage Tiré,1,Small_buyer,1,10,4,230,2017,81295,17982,0,0,100,0,100,0,1222
AUTOIMPORT SOCIETÀ A RESPONSABILITÀ LIMITATA,1,Small_buyer,1,8,2,95,2003,73142,1709,0,0,100,0,100,0,416
B & S KFZ-Technik GmbH,2,Small_buyer,1,10,3,115,2006,168831,3805,0,50,50,0,100,0,358
YAYA Nutzfahrzeuge GmbH,2,Small_buyer,1,7,2,135,2002,185576,1441,0,0,100,50,50,0,403
COMPEXIM SRL,2,Small_buyer,1,10,2,80,2007,101963,1598,0,0,100,50,50,0,464
SASU  JAUBERT,2,Small_buyer,1,8,4,125,2012,88883,6725,0,0,100,0,100,0,506
Dunnink Auto & Techniek,1,Small_buyer,1,10,3,140,2014,118196,9933,0,0,100,0,100,0,652
"BV RM AUTO, Rafik MNATSAKANYAN",40,Medium_buyer,7,1,7,101,2003,158383,1460,0,35,65,0,100,0,477
AUTOHAUS SAT GmbH & CO. KG,16,Medium_buyer,5,5,9,130,2016,56626,14040,0,31,68,18,81,0,720
"Kurt Autohof, Inh. Irfan Kurt",7,Small_buyer,3,6,9,160,2012,116467,15012,14,71,14,71,28,0,659
Autocenter Meschede GmbH,34,Medium_buyer,7,6,12,403,2017,21196,53981,26,50,23,5,94,0,2020
Futurauto,8,Small_buyer,3,3,5,188,2006,242939,2776,0,50,50,37,62,0,247
JACEK BALLAUN AUTORYZOWANY DEALER,1,Small_buyer,1,6,3,170,2011,172473,7069,0,0,100,100,0,0,349
"Auto Fencl, spol. s r.o.",1,Small_buyer,1,7,2,140,2007,195541,4060,100,0,0,0,100,0,869
AUTO-HANDEL Sarzyński Dominik,2,Small_buyer,1,10,4,135,2013,151269,8854,0,0,100,100,0,0,607
RN CAR TEAM Korlátolt Felelősségű Társaság,3,Small_buyer,2,10,4,180,2010,280182,5885,0,33,66,100,0,0,578
DYRDA PIOTR,5,Small_buyer,3,7,4,132,2008,169709,2453,0,0,100,20,80,0,149
Milan Kadeřávek,3,Small_buyer,2,9,6,124,2009,132724,11912,0,0,100,66,33,0,793
MB JEprekyba,2,Small_buyer,1,5,2,161,2007,308761,1394,0,50,50,100,0,0,396
Sels Auto's V.O.F.,1,Small_buyer,1,7,4,305,2013,128542,16800,0,100,0,0,100,0,1085
FACE AUTO PLUS,1,Small_buyer,1,10,2,145,2000,164311,1800,0,0,100,0,100,0,425
RS AUTOS,2,Small_buyer,1,6,7,360,2016,71205,33822,50,50,0,50,50,0,1153
NATIX KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELÖSSÉGÜ TÁRSASÁG,1,Small_buyer,1,8,2,150,1996,285676,2300,0,0,100,0,100,0,251
"Roman Setsidis Kfz Händler, Inh. Roman Setsidis",1,Small_buyer,1,9,2,68,2011,181897,1350,0,0,100,0,100,0,481
AUTO centrum LUXA s.r.o.,1,Small_buyer,1,10,3,200,2011,146126,6273,100,0,0,0,100,0,534
Auto-Center Meiringen GmbH,1,Small_buyer,1,8,5,150,2021,44201,21700,100,0,0,100,0,0,713
KOUTSOUGERAS DIMITRIOS PANAGIOTIS || AUTO KOUTSOUGERAS,3,Small_buyer,2,8,4,84,2015,94843,5903,0,0,100,0,100,0,695
AS Autowelt GmbH,1,Small_buyer,1,9,5,163,2015,122982,30000,0,100,0,100,0,0,1400
OTTOCARS S.R.L.,5,Small_buyer,3,10,5,141,2011,196253,6665,40,0,60,80,20,0,441
PETRY TOP CARS S.R.L.,1,Small_buyer,1,9,2,105,2010,164000,4460,0,0,100,100,0,0,998
AUTO POP-RMN S.R.L.,1,Small_buyer,1,6,4,177,2012,181419,12100,0,100,0,100,0,0,1027
Kanerva Yhtiöt Oy,4,Small_buyer,2,4,9,379,2020,14351,54778,25,75,0,0,0,100,1770
"Autof Flott 24 std, Inh. Tugce Ceylon",1,Small_buyer,1,10,4,218,2011,123389,11903,0,100,0,0,100,0,705
SERV CONTINENTAL SPEED 2000 SRL,4,Small_buyer,2,8,5,105,2012,146781,5144,0,0,100,0,100,0,474
"Top Cars Solingen, Inh. Mohammad Ali Alhassoun",1,Small_buyer,1,8,2,115,2010,176608,4616,0,100,0,0,100,0,1036
"Automobile Erkus, Inh. Ismail Erkus",1,Small_buyer,1,2,4,313,2015,203256,12807,0,100,0,100,0,0,208
"AUTOMÓVEISAMUCAR - MEDIAÇÃO AUTOMÓVEL, LDA",2,Small_buyer,1,9,4,167,2013,180594,8111,0,0,100,100,0,0,917
Aleksandr Prikul,2,Small_buyer,1,10,3,177,2009,360483,4156,0,100,0,100,0,0,360
MMC Mariusz Mikulski,4,Small_buyer,2,10,5,119,2011,159792,5463,25,25,50,50,50,0,506
"Marc-Luca Hähnel Automobile, Inh. Marc-Luca Hähnel",3,Small_buyer,2,3,7,351,2001,64377,20686,0,100,0,0,100,0,1374
"Marco Gehring Automobile, Inh. Marco Gehring",76,Top_buyer,9,4,11,103,2015,52091,10980,28,2,68,9,89,1,942
LUCARLA S ALLCARS SL,1,Small_buyer,1,4,2,70,2008,192031,1059,0,0,100,0,100,0,-68
AD PERFECT Anna Laskus,5,Small_buyer,3,7,4,114,2009,204329,3249,0,20,80,40,60,0,568
"AGO Automobile, Inh. Aqtash Marefat",9,Small_buyer,3,1,6,121,2006,118926,4366,0,100,0,11,88,0,716
GL AUTOLUX SRLS,2,Small_buyer,1,3,3,171,2002,144430,4441,0,0,100,0,100,0,-424
"Noss2 Performance, Inh. Yusuf Yildirim",1,Small_buyer,1,8,1,70,2008,210732,572,0,0,100,100,0,0,193
CH Automobile GmbH,1,Small_buyer,1,7,3,68,2018,37962,7450,0,0,100,0,0,100,759
Gadeberg Auto ApS,3,Small_buyer,2,5,9,257,2019,16886,70234,0,66,33,0,33,66,1291
SPRL WEBCAR,55,Top_buyer,8,6,10,101,2009,108866,4657,1,10,87,1,98,0,706
KOUKLIAKOS THEODOROS IOANNIS,1,Small_buyer,1,10,3,170,2015,133315,7529,0,0,100,100,0,0,790
DNC AUTOMOBILE SRL,4,Small_buyer,2,6,4,95,2011,203364,3491,25,0,75,25,75,0,619
DEIMEZIS DIONYSIOS IOANNIS,6,Small_buyer,3,5,6,125,2014,188596,8182,0,50,50,50,50,0,1227
AZUR GROUP d. o. o.,4,Small_buyer,2,7,3,71,2010,114245,2207,0,0,100,0,100,0,487
SILVER AUTÓ TRADE Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,1,Small_buyer,1,10,3,160,2014,138569,7233,0,0,100,100,0,0,749
UM AUTOCENTER GMBH,2,Small_buyer,1,7,6,181,2016,61053,17859,50,50,0,0,100,0,1216
PEDRO PAREJO BANDA,1,Small_buyer,1,10,5,313,2014,167486,20028,0,100,0,100,0,0,680
JESUS MARTINEZ CRUCIS,1,Small_buyer,1,10,3,205,2008,154693,6905,0,0,100,100,0,0,1310
Autohaus Kapust GmbH,27,Medium_buyer,6,6,10,132,2016,41622,15836,77,18,3,7,92,0,1220
Ginter Automobile,1,Small_buyer,1,10,5,258,2015,135465,22177,0,100,0,100,0,0,925
EXTREME TOUR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,4,Small_buyer,2,8,4,115,2012,317287,4079,0,0,100,100,0,0,625
A+L Autó és utánfutó Kft.,7,Small_buyer,3,1,3,78,2006,118936,1304,0,0,100,0,100,0,369
Neuwirth Petr,4,Small_buyer,2,10,6,130,2012,189520,9156,0,0,100,100,0,0,449
Drive Unique,5,Small_buyer,3,3,9,198,2017,34038,21267,20,40,40,0,100,0,913
Van Kooij autos,4,Small_buyer,2,4,5,329,2006,209941,8213,0,100,0,0,100,0,613
Bulters Auto's,3,Small_buyer,2,10,7,128,2015,20555,18088,0,0,100,0,100,0,1135
A.C Motors,7,Small_buyer,3,4,9,281,2015,78509,27225,0,71,28,0,100,0,1318
"Autohaus am Schönbuch, Inh. Tayfun Topoglu",4,Small_buyer,2,7,4,115,2001,85480,3152,0,0,100,0,100,0,652
DE NOVO MLADEN BARUKČIĆ S.P.,1,Small_buyer,1,10,2,90,2013,184519,4554,0,0,100,100,0,0,330
F.H.U.PICAR Piotr Mroczek,14,Small_buyer,4,5,5,122,2007,200371,2151,0,14,85,14,85,0,471
SPRL DDP4X4,62,Top_buyer,8,3,10,85,2011,84821,4987,1,3,95,1,98,0,577
"Motorrad und Autodienst Blumenthal, Inh. Andreas Blumenthal",2,Small_buyer,1,8,2,87,2003,192421,1122,0,0,100,50,50,0,299
MARTYNAS VENCLOVAS I.V.,1,Small_buyer,1,7,2,185,2010,353116,4706,0,100,0,100,0,0,472
AUTO NOW S.R.L.,2,Small_buyer,1,6,3,152,2006,250459,2536,0,0,100,100,0,0,535
Seefeld-Garage AG,10,Small_buyer,4,6,10,252,2018,43195,29320,90,10,0,10,90,0,828
Klarmann Autohaus,4,Small_buyer,2,6,6,82,2018,24160,11387,0,0,100,0,100,0,119
HASAN XAKA,2,Small_buyer,1,9,2,116,2003,266228,1864,0,100,0,100,0,0,501
Suomen Laatuautot Oy,5,Small_buyer,3,7,7,87,2013,99858,10124,0,80,20,0,20,80,1144
"C&B AUTOMOBIL, Inh. Selahattin Tetik",9,Small_buyer,3,3,4,121,2006,161228,2155,0,11,88,44,55,0,378
Jakub Pasternak,2,Small_buyer,1,5,2,75,2010,179237,2152,0,0,100,0,100,0,460
"Az Automobile, Inh. Adil Azzouz",4,Small_buyer,2,7,4,101,2010,223383,3746,0,0,100,100,0,0,852
Marcin Wadowski MARWAD,1,Small_buyer,1,5,2,85,2009,192370,1800,0,0,100,0,100,0,425
JK autocentrum s. r. o.,1,Small_buyer,1,6,4,185,2018,127111,16371,100,0,0,100,0,0,705
AUTO-SPA Michał Grabowski,3,Small_buyer,2,10,4,136,2009,127134,5304,0,33,66,0,100,0,606
IK GOLDINGEN AUTO,3,Small_buyer,2,6,3,91,2004,151965,2095,0,0,100,33,66,0,522
AUTOHAUS MARACK GMBH,3,Small_buyer,2,10,7,120,2016,74278,17777,33,0,66,66,33,0,1173
"KFZ Service Katzer, Inh. Thomas Katzer",1,Small_buyer,1,9,3,75,2011,181416,6426,0,0,100,100,0,0,811
TRANSMOBILE SRL,17,Medium_buyer,5,6,7,106,2008,246287,3868,11,5,82,52,47,0,519
EURL DEGRIF OCCASION,2,Small_buyer,1,10,5,192,2014,117713,12834,0,100,0,50,50,0,-2663
JJ Company Building s.r.o,2,Small_buyer,1,9,4,116,2013,158572,6199,0,0,100,0,100,0,789
UAB Vilantra,4,Small_buyer,2,1,9,196,2018,68792,38139,25,75,0,75,0,25,885
AUTOBLOK,4,Small_buyer,2,7,9,221,2018,44094,31430,75,25,0,0,100,0,1353
"Ten Points Automobile, Inh. Ayhan Altug",9,Small_buyer,3,3,10,200,2017,106513,48676,0,100,0,100,0,0,2008
TABELA INCLINADA UNIPESSOAL LDA,1,Small_buyer,1,10,1,60,2002,131121,638,100,0,0,0,100,0,258
CELEBRE E FORMIDAVEL LDA,8,Small_buyer,3,7,7,93,2015,98296,8257,12,12,75,62,25,12,340
GENIKAR - EOOD,9,Small_buyer,3,1,4,103,2006,184537,1861,0,0,100,0,100,0,397
GRUPA DOMURAT MARIUSZ DOMURAT,1,Small_buyer,1,10,4,185,2013,184886,13013,0,100,0,100,0,0,1702
Brentjes Automotive,1,Small_buyer,1,10,3,125,2013,122503,5800,0,0,100,0,100,0,323
GRUPO TIMUR SLU,9,Small_buyer,3,5,8,127,2013,86022,9401,66,33,0,55,33,11,71
BIAUTO SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2,Small_buyer,1,7,5,150,2016,137749,11562,0,100,0,100,0,0,-16
UAB Baltik auto,1,Small_buyer,1,10,5,185,2018,65359,27108,0,100,0,0,100,0,1402
Acar-Automobile,8,Small_buyer,3,1,7,140,2010,144043,8251,37,12,50,12,87,0,811
GIA Target GmbH,2,Small_buyer,1,10,3,175,2010,279844,3665,0,50,50,100,0,0,137
OLD WIND Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,3,Small_buyer,2,8,7,123,2017,57143,16839,0,100,0,0,0,100,491
ALM Leasing GmbH,1,Small_buyer,1,10,6,204,2021,5063,37950,0,100,0,0,0,100,3119
Autohaus Rudolf Schlömer GmbH,1,Small_buyer,1,1,5,150,2015,116471,27628,0,0,100,100,0,0,1114
P.C. VAN EERDE HOLDING B.V.,22,Medium_buyer,6,2,10,261,2012,104028,17869,9,86,4,0,95,4,966
SAS VEOCENTER,12,Small_buyer,4,3,10,272,2013,73227,21801,25,25,50,50,50,0,1303
AURA-AUTO,1,Small_buyer,1,9,4,120,2017,79289,14000,0,0,100,100,0,0,1001
TOSCANA AUTO'S B.V.,4,Small_buyer,2,9,5,149,2007,165127,6616,0,75,25,0,100,0,596
HCM CAR,1,Small_buyer,1,10,2,230,2002,163831,4342,0,100,0,0,100,0,598
Werner Wiatowski,3,Small_buyer,2,3,5,100,2013,101155,7852,0,66,33,100,0,0,504
EWA KRÓL-KULKA tomi cars,5,Small_buyer,3,8,5,144,2013,157689,6552,0,0,100,0,100,0,883
"ServiceX, s.r.o.",1,Small_buyer,1,9,3,105,2010,158600,9751,100,0,0,100,0,0,854
"ProSmart, Inh. Faisal Ataye",4,Small_buyer,2,6,5,78,2012,86468,5605,100,0,0,0,100,0,546
ABC AUTO FRANCE,2,Small_buyer,1,6,6,319,2015,54269,24476,50,0,50,0,100,0,-134
GlobeART Mobile Services Korlátolt Felelősségű Társaság,5,Small_buyer,3,7,5,112,2013,152205,5882,0,0,100,40,60,0,663
Krzysztof Kmieć,4,Small_buyer,2,9,3,127,2006,175486,1559,0,25,75,0,100,0,407
SOPASOUDAKIS NIKOLAOS GEORGIOS,1,Small_buyer,1,10,4,185,2015,171839,16400,0,100,0,100,0,0,429
Auto Kraus Gmbh,7,Small_buyer,3,5,9,154,2019,30703,18718,42,0,57,0,85,14,1082
Autohaus Rudloff & Günster e.K.,2,Small_buyer,1,10,5,128,2018,38343,17228,0,100,0,50,50,0,-838
FHU Dawido Dawid Zamorowski,4,Small_buyer,2,9,5,112,2013,146644,7945,0,0,100,25,75,0,1074
Autohaus Piahowiak GmbH & Co. KG,3,Small_buyer,2,7,7,135,2020,12479,22972,0,66,33,66,33,0,-385
"Andre's Garage, Inh. André Dresselhaus",1,Small_buyer,1,5,2,130,2008,271065,3618,0,0,100,100,0,0,-3025
H&K company s.r.o.,12,Small_buyer,4,5,9,143,2013,185265,9417,25,0,75,91,8,0,711
"PKW Service Rittmeister, Inh. Pascal Rittmeister",1,Small_buyer,1,9,2,102,2007,131096,2749,0,0,100,0,100,0,-207
FKA Automobielen,3,Small_buyer,2,7,7,145,2016,60674,17307,33,0,66,0,100,0,-40
AUTO REPARADORA IDEAL ALGUEIRAO LDA,2,Small_buyer,1,9,4,90,2012,79979,5561,0,0,100,50,50,0,523
AMdeal s.r.o.,2,Small_buyer,1,10,5,165,2013,105457,14448,50,50,0,50,50,0,596
Michal Kravec KM,1,Small_buyer,1,9,5,190,2019,63563,30100,0,100,0,100,0,0,877
DCMotors,17,Medium_buyer,5,6,9,123,2010,96651,6290,5,17,76,11,88,0,719
Roza-splavenec spol s.r.o.,1,Small_buyer,1,10,4,245,2011,233047,13563,0,100,0,100,0,0,1034
Christian Rizk,1,Small_buyer,1,10,3,143,2012,164633,7751,0,100,0,100,0,0,808
CERTEZ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,8,Small_buyer,3,1,4,121,2007,186453,2440,0,0,100,37,62,0,309
Easycars e.U.,1,Small_buyer,1,10,5,195,2017,117649,27200,0,100,0,100,0,0,792
Lőre & Lőre Autófényező Betéti Társaság,7,Small_buyer,3,7,6,158,2011,174314,6588,14,28,57,42,57,0,393
"DE-CAR, prodaja vozil,Dejan Leban s.p.",1,Small_buyer,1,1,3,110,2014,204318,6460,0,0,100,100,0,0,779
AUTO FAVORIT,40,Medium_buyer,7,1,7,92,2006,154895,1426,2,5,92,15,85,0,336
AH Mayrhoermann GmbH,1,Small_buyer,1,6,4,85,2018,27900,12699,0,100,0,0,100,0,1193
"A.T. Autohandel, Inh. Alexander Tatarintsev",7,Small_buyer,3,6,5,100,2006,125841,3529,14,0,85,57,42,0,628
SAS GARAGES FRANCOIS,4,Small_buyer,2,8,7,148,2017,55943,18183,0,50,50,50,50,0,1215
König Neu&Gebrauchtfahrzeuge,1,Small_buyer,1,8,4,170,1990,135291,12640,0,100,0,0,100,0,-1667
F.H.U. AUTO HANDEL WIŚNIEWSKI MARCIN,4,Small_buyer,2,10,5,130,2011,154702,7275,0,0,100,50,50,0,732
GROUPE KOALA - SAS K2 AUTO - NIMES - CITROEN,5,Small_buyer,3,9,8,129,2017,31056,18467,40,20,40,0,100,0,1339
THE SHOW ROOM GARAGE MONOPROSOPI IKE || THE SHOW ROOM GARAGE,3,Small_buyer,2,8,6,147,2012,116397,14044,0,33,66,66,33,0,1280
GROUPE MALBET - AUTO PASSION - AGEN - LAND ROVER JAGUAR MULTI,2,Small_buyer,1,10,7,190,2014,73244,26462,50,0,50,50,50,0,-1025
ATUT KOMIS SAMOCHODOWY SZYSZKO MAGDALENA,19,Medium_buyer,5,6,6,105,2009,171729,2559,0,0,100,10,89,0,368
Autohaus Feistle GmbH,1,Small_buyer,1,10,3,83,2013,32506,8398,0,0,100,0,100,0,800
GROUPE PRIOD - WESTHOEK AUTOMOBILES DUNKERQUE,1,Small_buyer,1,10,6,420,2015,42358,36866,0,0,100,0,100,0,1533
TONELLI AUTORIPARAZIONI DI ELVIO E PAOLO TONELLI & C. S.N.C.,28,Medium_buyer,6,1,10,98,2014,75806,9366,3,10,85,17,82,0,596
MAKI-CAR Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,4,Small_buyer,2,7,5,155,2012,111273,5293,25,0,75,0,100,0,-500
CONIC AUTO HOUSE S.R.L.,1,Small_buyer,1,9,2,87,2009,183729,2500,0,0,100,0,100,0,1144
Autobedrijf Sjaak van den Bergh B.V.,4,Small_buyer,2,8,4,79,2011,100212,3369,0,0,100,0,100,0,-40
Starmount SIA,2,Small_buyer,1,7,6,177,2014,119776,19621,0,100,0,100,0,0,1669
Inter-Car A.O. GmbH,7,Small_buyer,3,4,8,137,2015,70253,13320,57,0,42,28,71,0,144
Driessen Auto's,18,Medium_buyer,5,3,9,158,2012,102752,13148,0,22,77,5,88,5,902
SLC AUTO CRISTI 4X4 S.R.L.,2,Small_buyer,1,10,3,117,2010,144442,3965,0,0,100,50,50,0,-364
"Lucky Mobile, Inh. Alban Istogu",8,Small_buyer,3,3,6,123,2008,108274,5986,25,12,62,25,75,0,150
"Auto Sud, Inh. Pasquale Manfreda",1,Small_buyer,1,10,1,75,2005,91532,740,0,0,100,0,100,0,362
INTACTE LEVANTINA SL,1,Small_buyer,1,10,5,313,2017,147841,30951,0,100,0,100,0,0,1171
NITIDO & COLOSSAL - LDA,1,Small_buyer,1,7,3,70,2015,38125,5902,0,0,100,0,100,0,521
ALBA JUMPERS S.R.L.,2,Small_buyer,1,7,6,172,2014,88542,21573,50,50,0,100,0,0,776
MGRUPA Marcin Kozub,6,Small_buyer,3,9,4,115,2008,199083,2857,0,0,100,16,83,0,579
"Milan Machát, s.r.o.",5,Small_buyer,3,5,6,117,2013,121507,8334,20,0,80,40,60,0,585
FIRMA HANDLOWA AGNIESZKA SAFIAŃCZUK,6,Small_buyer,3,7,6,136,2013,115516,5998,0,0,100,0,100,0,714
AL PUNTO AUTO - S.N.C. DI FRANCESCO LUPOLI & C.,4,Small_buyer,2,4,4,128,2002,159847,3600,0,0,100,0,100,0,-1
LeKs Firma Handlowa Leszek Książek,2,Small_buyer,1,2,3,132,2010,216796,4401,0,0,100,0,100,0,682
JAM MOTOR 2010 SL,2,Small_buyer,1,10,10,423,2019,31393,158475,0,100,0,50,50,0,2396
CARPINTEMA 2018,1,Small_buyer,1,10,3,130,2005,217997,5350,0,0,100,100,0,0,717
APOSTOLOPOULOS ARISTEIDIS NIKOLAOS || AUTOBEST,8,Small_buyer,3,6,8,126,2013,112176,9724,12,37,50,62,37,0,794
SARL SPEED STAR,5,Small_buyer,3,7,10,351,2015,54905,81993,80,20,0,20,80,0,2111
BVBA GARAGE COKELAERE,14,Small_buyer,4,2,10,157,2016,84069,18368,0,85,14,78,21,0,1155
"D.A.S. Automobile, Inh. Samir Feratovic",2,Small_buyer,1,10,3,122,2006,154754,2829,50,50,0,50,50,0,400
GROUPE NEUBAUER - Charles Pozzi Ferrari Maserati,3,Small_buyer,2,9,10,476,2018,12811,128650,66,33,0,0,100,0,2581
ALEX ECO TERRAPLANT S.R.L.,1,Small_buyer,1,2,2,75,2015,77891,4411,0,0,100,0,0,100,631
MUZITAP ROCH PAWEŁ,1,Small_buyer,1,9,2,90,2012,151134,3594,0,0,100,0,100,0,602
MUNDO PEEJ SL,1,Small_buyer,1,10,4,240,2012,140701,13585,0,100,0,100,0,0,102
"BM-Automobile, Inh. Michael Oed",5,Small_buyer,3,8,9,145,2019,42527,30907,40,40,20,60,20,20,365
GROUPE COURTOIS - CHAMBOURCY - HONDA MAZDA KIA HYUNDAI,4,Small_buyer,2,6,8,224,2015,70976,23786,75,0,25,0,100,0,-567
Autohaus ASM Abschleppservice und Kfz.-Werkstatt GmbH,1,Small_buyer,1,10,2,122,2007,94007,1750,0,100,0,0,100,0,420
BUCCA CARMELO,3,Small_buyer,2,7,4,74,2012,102727,3986,0,0,100,0,100,0,827
"Carimpuls, Inh. Alexander Schmidt",5,Small_buyer,3,8,4,243,2005,377998,2197,0,80,20,60,40,0,47
IDEAL CARS ADVANTAGE SRL,6,Small_buyer,3,9,7,148,2010,167274,8380,16,50,33,66,33,0,716
Tom Joosten,5,Small_buyer,3,3,8,191,2012,107962,16167,20,60,20,0,60,40,838
SARL GR AUTOS,4,Small_buyer,2,9,8,256,2004,142117,20695,0,50,50,25,75,0,908
Autobedrijf Henri Dijk V.O.F.,1,Small_buyer,1,10,3,140,2013,138088,8751,0,0,100,0,100,0,814
KARABELAS NIKOLAOS KONSTANTINOS||KARAVELAS GROUP OF COMPANIES,1,Small_buyer,1,10,3,68,2016,89494,6400,0,0,100,0,100,0,499
Auto service Rouen 76,1,Small_buyer,1,10,5,180,2019,73590,23687,0,100,0,100,0,0,1262
"Firma Handlowa ""JS-CAR"" Judyta Sajdak",1,Small_buyer,1,10,3,170,2009,188497,5600,0,0,100,100,0,0,291
AUTOSTOCK SOCIEDAD CIVIL,1,Small_buyer,1,10,3,140,2009,212128,6000,0,0,100,100,0,0,296
K and S Autó Kft.,1,Small_buyer,1,4,1,90,2005,85078,750,0,0,100,0,100,0,150
FRACASSO ANDREA,1,Small_buyer,1,4,1,55,2003,109154,254,0,0,100,0,100,0,139
Cartrade Nord GmbH,3,Small_buyer,2,9,3,108,2009,174588,2772,0,0,100,0,100,0,419
Stukker Holten BV,2,Small_buyer,1,6,2,81,1999,134256,1642,0,0,100,0,100,0,426
SARL AUTO PRO,37,Medium_buyer,7,5,9,88,2008,98727,2886,10,10,78,2,97,0,509
"Car Deluxe, Inh. Anatoliy Nosov",3,Small_buyer,2,9,8,233,2016,181892,25676,0,100,0,100,0,0,-137
Garage Dhont BVBA Waregem,5,Small_buyer,3,7,8,111,2019,44492,18953,0,20,80,40,40,20,773
BUYONWEB Szolgáltató Korlátolt Felelősségű Társaság,1,Small_buyer,1,8,6,476,2019,62567,38991,0,100,0,0,0,100,-3099
AUTOGRAPH,4,Small_buyer,2,8,4,132,2005,230808,2582,0,25,75,75,25,0,883
S&S KFZ GmbH & Co KG,1,Small_buyer,1,9,3,240,2010,395513,5955,0,100,0,100,0,0,1630
FIRMA HANDLOWA PRZEMYSŁAW SAFIAŃCZUK,6,Small_buyer,3,8,5,133,2012,137136,5137,0,0,100,16,83,0,380
MARCOAUTO SH SRL,1,Small_buyer,1,6,3,82,2016,165819,5340,0,0,100,0,100,0,655
UAB GREITA NUOMA,10,Small_buyer,4,4,6,134,2007,254596,3792,20,20,60,90,0,10,495
"mycar, Inh. Charles Mößner",1,Small_buyer,1,10,7,294,2021,2384,60714,0,100,0,0,0,100,1627
Norbile OÜ,1,Small_buyer,1,10,2,193,2002,244179,1884,0,100,0,0,100,0,375
Auta Brno s.r.o.,15,Medium_buyer,5,1,8,149,2009,174844,5386,0,13,86,60,40,0,615
INSTAR DIGITAL VISION S.R.L.,1,Small_buyer,1,10,2,150,2011,178614,4096,0,0,100,0,100,0,583
ASMOCOM OÜ,3,Small_buyer,2,7,5,135,2010,274158,7967,0,0,100,100,0,0,1215
Autohaus Radstadt GmbH,3,Small_buyer,2,10,9,240,2018,102132,34790,33,66,0,100,0,0,-1830
BLIST LINE S.R.L.,8,Small_buyer,3,3,4,111,2007,269071,2353,0,25,75,37,62,0,569
AUTOBEDRIJF W. PUTTEN V.O.F.,8,Small_buyer,3,7,9,151,2017,46126,23269,87,0,12,0,100,0,857
PKW LKW BUCOVINA S.R.L.,1,Small_buyer,1,10,3,105,2012,177217,6516,100,0,0,100,0,0,892
"Autowelt Ewald, Inh. Kolloj Ewald",2,Small_buyer,1,10,2,80,2004,151569,1078,0,0,100,0,50,50,200
Martin Klíma – AUTO DAREX,24,Medium_buyer,6,7,10,181,2014,158887,12380,45,29,25,66,33,0,430
BVBA GARAGE NEIRYNCK,6,Small_buyer,3,7,9,145,2019,23949,27145,50,16,33,0,83,16,1155
AVTO CENTER MAKKO d.o.o.,3,Small_buyer,2,8,5,240,2012,139245,11009,100,0,0,0,100,0,772
"Jannsen Automobile, Inh. Jens Jannsen",17,Medium_buyer,5,8,10,149,2015,52344,17252,17,35,47,5,94,0,1028
Mario Dedej,3,Small_buyer,2,4,3,110,2007,246105,1863,0,0,100,0,0,100,470
Kanaan-Auto GmbH,1,Small_buyer,1,7,3,100,2012,80209,6419,0,0,100,0,100,0,777
PP-auto Oy,34,Medium_buyer,7,7,12,329,2021,9999,57594,0,100,0,0,0,100,2060
ECO GREEN Ι Κ Ε || ECO AUTO Ι Κ Ε,1,Small_buyer,1,10,4,170,2011,234408,16100,0,100,0,100,0,0,566
Automobile Thomas Inh. Thomas Dodopoulos,1,Small_buyer,1,8,4,90,2018,10436,14516,0,100,0,0,100,0,1164
RRR Abouna Autobedrijf,40,Medium_buyer,7,1,7,107,2005,200783,1480,2,12,85,0,100,0,427
AUTOSAROK-DEALER KFT,16,Medium_buyer,5,6,4,104,2005,161064,1024,6,0,93,0,100,0,323
MC AUTOS,3,Small_buyer,2,8,5,131,2006,201454,7265,0,33,66,66,33,0,9
"MOTOS, trgovina in storitve Duplje, d.o.o.",1,Small_buyer,1,6,3,140,2012,263524,8200,0,0,100,100,0,0,373
S H VAN DE POL / Zuidbroek 2,9,Small_buyer,3,3,6,146,2008,119650,4773,0,33,66,0,100,0,743
"SARL ""ALAIN FREMEAUX""",4,Small_buyer,2,8,4,69,2009,64768,4326,0,0,100,0,100,0,744
Firma Handlowo Usługowa Smartserwis Tomasz Sowa,1,Small_buyer,1,10,3,140,2012,118408,5250,0,0,100,0,100,0,681
"Auto-Kontor Nord, Inh. Mark Rohmann",2,Small_buyer,1,7,2,70,2008,130904,2464,0,0,100,100,0,0,391
LIZ' AUTOS,1,Small_buyer,1,8,2,95,2007,116409,1764,0,0,100,0,100,0,470
"X-Cars Emden, Inh. Jamil Abdulov",2,Small_buyer,1,8,4,140,2008,360653,6617,0,0,100,100,0,0,935
Automarket du Porzay,1,Small_buyer,1,9,2,75,2009,65611,1304,0,0,100,0,100,0,289
