stock_number,esp,make,model,subtype,fueltype,age,age_bin,esp_cluster,builtyear,hp,mileage,geartype,body_type
AA97788,23502,BMW,2er,220i Gran Tourer,Benzin,7,6-7,20_25,2017,192,77306,Gear type automatic,1038
PK81677,27405,Skoda,Kodiaq,1.5 TSI,Benzin,5,4-5,25_30,2019,150,69202,Gear type automatic,1035
RG68554,14890,Volkswagen,Polo,1.0,Benzin,5,4-5,10_15,2018,80,37970,Gear type manual,8111
KR76204,20215,Volkswagen,Tiguan,1.4 TSI,Benzin,7,6-7,20_25,2017,125,83790,Gear type manual,1035
TM24267,13530,Mazda,3,2.0,Benzin,8,8-9,10_15,2016,120,112222,Gear type manual,1025
YJ64849,12665,Dacia,Logan MCV,0.9 TCE,Benzin,6,6-7,10_15,2018,90,38198,Gear type manual,1023
HC20874,23490,Volkswagen,T-Roc,1.6 TDI,Diesel,5,4-5,20_25,2019,116,38884,Gear type manual,1035
GD75998,17490,Peugeot,2008,1.2 e-THP,Benzin,5,4-5,15_20,2019,130,35983,Gear type manual,1035
XZ75443,17590,Opel,Mokka X,1.4 Turbo,Benzin,5,4-5,15_20,2018,140,55368,Gear type automatic,1035
KB28316,21670,Seat,Arona,1.0 TSI,Benzin,3,2-3,20_25,2021,110,18548,Gear type automatic,1035
RT74234,12561,Skoda,Yeti,1.2 TSI,Benzin,7,6-7,10_15,2016,110,77820,Gear type manual,1035
HE75603,22990,Mercedes-Benz,GLA-Klasse,GLA 250,Benzin,8,8-9,20_25,2016,210,83180,Gear type automatic,1035
VC99757,15020,Fiat,500,1.2,Benzin,4,4-5,15_20,2020,69,32426,Semi-automatic,1025
BG20532,24143,Jaguar,XE,25t,Benzin,6,6-7,20_25,2019,250,58223,Gear type automatic,1025
KC66018,19681,Volkswagen,Caddy,2.0 TDI,Diesel,5,4-5,15_20,2019,75,76342,Gear type manual,1038
XE72000,23575,Hyundai,Tucson,1.6 TGDI,Benzin,4,4-5,20_25,2019,177,52778,Gear type automatic,1035
KL78068,18890,Volkswagen,Polo,1.0 TSI,Benzin,5,4-5,15_20,2019,115,39266,Gear type automatic,8111
GB84183,26067,Kia,pro_cee'd,1.6 TGDI,Benzin,4,4-5,25_30,2020,205,52317,Gear type automatic,1008
AH21855,11674,Citroen,C3,1.2 e-VTi,Benzin,8,8-9,10_15,2016,82,32970,Gear type automatic,1025
VF08921,34390,BMW,5er,530i,Benzin,5,4-5,30+,2019,252,51664,Gear type automatic,1023
MD70917,14808,Honda,Civic,1.8 VTEC,Benzin,9,8-9,10_15,2015,140,44758,Gear type manual,1025
VG10279,14690,Ford,Tourneo,1.0 EcoBoost,Benzin,7,6-7,10_15,2016,100,97533,Gear type manual,1038
RL90179,19094,Renault,Captur,1.5 BLUE dCi,Diesel,4,4-5,15_20,2020,116,59749,Gear type manual,1035
TJ04110,25490,Volkswagen,T-Roc,2.0 TSI,Benzin,6,6-7,25_30,2018,190,80911,Gear type automatic,1035
EX99199,11250,Hyundai,i20,1.0 TGDI,Benzin,6,6-7,10_15,2018,100,728534,Gear type manual,1025
MA35487,16990,Seat,Leon,2.0 TDI,Diesel,6,6-7,15_20,2018,150,110442,Gear type automatic,1025
NG32655,17790,Kia,Rio,1.0 TGDI,Benzin,3,2-3,15_20,2021,101,4335,Gear type manual,8111
TV28964,19150,Ford,Fiesta,1.5 EcoBoost,Benzin,6,6-7,15_20,2018,200,64050,Gear type manual,1025
BE53289,19215,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 180,Benzin,8,8-9,15_20,2016,122,95688,Gear type automatic,1023
SE88790,10990,Opel,Adam,1.4,Benzin,9,8-9,10_15,2015,87,58341,Gear type manual,8111
GV59511,12190,Volkswagen,Golf VII,1.0 TSI,Benzin,7,6-7,10_15,2017,110,98632,Gear type manual,1025
ZS92414,10290,Fiat,500,0.9,Benzin,6,6-7,10_15,2018,85,90533,Gear type manual,8111
WP77689,12673,Renault,Captur,1.5 dCi Energy,Diesel,7,6-7,10_15,2016,90,61143,Gear type manual,1035
SP17078,19468,BMW,3er,318d,Diesel,7,6-7,15_20,2017,150,53718,Gear type manual,1023
HH58647,16097,Seat,Leon,1.4 TSI,Benzin,8,8-9,15_20,2016,150,82120,Gear type manual,1023
HP98885,38491,Mitsubishi,L 200,2.2 DI-D,Diesel,2,2-3,30+,2021,150,8995,Gear type automatic,1027
RE18207,14580,Renault,Clio,1.0 TCe,Benzin,4,4-5,10_15,2020,101,28648,Gear type manual,8111
CW11623,22890,Volkswagen,Touran,2.0 TDI,Diesel,7,6-7,20_25,2017,150,92365,Gear type automatic,1038
YP36971,16921,Mazda,CX-3,2.0 Skyactiv-G,Benzin,6,6-7,15_20,2018,121,41185,Gear type manual,1035
FS43651,17290,BMW,3er,320d,Diesel,10,10-11,15_20,2014,185,110382,Gear type automatic,1023
WZ18653,23490,Skoda,Karoq,1.5 TSI,Benzin,4,4-5,20_25,2020,150,79286,Gear type automatic,1035
PU46140,17490,BMW,2er,218d Active Tourer,Diesel,7,6-7,15_20,2017,150,99666,Gear type automatic,1038
BR34170,16070,Volkswagen,Polo,1.8 TSI,Benzin,7,6-7,15_20,2017,192,58323,Gear type manual,8111
NC73113,34130,Mercedes-Benz,CLA-Klasse,CLA 45 AMG,Benzin,6,6-7,30+,2018,380,100184,duplex,1025
KU25832,18650,Volkswagen,Golf VII,1.5 TSI,Benzin,7,6-7,15_20,2017,150,16425,Gear type manual,1025
ZX98478,22621,Volkswagen,Caddy,1.0 TSI,Benzin,5,4-5,20_25,2019,102,33042,Gear type manual,1038
PX05476,18220,Toyota,Prius,1.8,Hybrid,7,6-7,15_20,2017,122,67531,Gear type automatic,1025
DA70378,19990,Opel,Astra K,1.4 Turbo,Benzin,4,4-5,15_20,2020,145,30041,Gear type automatic,1023
NB70890,26742,Seat,Leon,1.5 eTSI ACT,Benzin,3,2-3,25_30,2021,150,38228,duplex,1023
AV13937,22999,MINI,MINI,Cooper,Benzin,2,2-3,20_25,2022,136,25862,duplex,1025
XY36430,22890,Jeep,Compass,1.4 M-Air,Benzin,4,4-5,20_25,2018,170,41038,Gear type automatic,1035
SS59130,22790,Volkswagen,Touran,2.0 TDI,Diesel,8,8-9,20_25,2016,190,100950,Gear type automatic,1038
AY68217,25990,Audi,A3,40 TFSI,Benzin,5,4-5,25_30,2019,190,51487,Gear type automatic,1025
WS80352,18808,Seat,Ibiza,1.0 TSI,Benzin,5,4-5,15_20,2019,115,25340,duplex,1025
GT30596,26750,Mercedes-Benz,CLA-Klasse,CLA 200,Benzin,5,4-5,25_30,2019,155,50069,duplex,1025
MA69237,16920,Seat,Leon,2.0 TDI,Diesel,7,6-7,15_20,2017,150,97745,duplex,1025
KH60226,24990,Audi,A5 Sportback,2.0 TDI,Diesel,7,6-7,20_25,2016,190,100177,duplex,1023
CK36423,12955,Volkswagen,up!,1.0,Benzin,9,8-9,10_15,2015,75,26101,Semi-automatic,1025
LS26152,9990,Ford,Fiesta,1.0,Benzin,9,8-9,0_10,2015,80,38411,Gear type manual,1025
XJ20107,10690,Toyota,AYGO,1.0-VVT-i,Benzin,5,4-5,10_15,2019,72,52588,Gear type manual,8111
KJ24768,10270,Smart,forfour,1.0,Benzin,7,6-7,10_15,2017,70,60858,Gear type manual,8111
GW66802,15829,Volkswagen,Golf VII,1.4 TSI,Benzin,7,6-7,15_20,2017,125,66667,Gear type manual,1025
XX40918,13990,Citroen,Berlingo,1.6 Blue-HDi,Diesel,7,6-7,10_15,2016,100,74582,Semi-automatic,1023
RS41350,19690,BMW,2er,218i Active Tourer,Benzin,4,4-5,15_20,2020,140,9445,Gear type manual,1038
JT83019,16790,Nissan,X-Trail,2.0 dCi,Diesel,7,6-7,15_20,2016,177,106646,Gear type automatic,1035
RA63706,14850,Hyundai,i10,1.2,Benzin,4,4-5,10_15,2020,84,42941,Gear type automatic,8111
GK39366,9617,Fiat,500,1.2,Benzin,9,8-9,0_10,2015,70,35722,Gear type manual,1025
SB92061,9890,Seat,Mii,1.0,Benzin,8,8-9,0_10,2016,60,61752,Gear type manual,8111
WT46996,15000,MINI,MINI,Cooper S,Benzin,8,8-9,10_15,2016,192,111027,Gear type manual,1025
HW52126,13990,Toyota,Yaris,1.5 Hybrid,Hybrid,8,8-9,10_15,2016,75,43882,Gear type automatic,1025
NU86927,14850,Volkswagen,Golf VII,1.2 TSI,Benzin,7,6-7,10_15,2016,110,64368,Gear type manual,1025
SR24382,23944,Skoda,Scala,1.0 TSI,Benzin,1,0-1,20_25,2023,110,12692,Gear type automatic,1025
WK69906,23890,Ford,Focus,1.5 EcoBoost,Benzin,4,4-5,20_25,2020,182,34788,Gear type automatic,8111
KX12101,21197,Mazda,3,2.0,Benzin,5,4-5,20_25,2019,122,31818,Gear type automatic,1025
LM29329,10990,Volkswagen,up!,1.0,Benzin,4,4-5,10_15,2020,60,67478,Gear type manual,8111
VM31839,14470,Volkswagen,up!,1.0,Benzin,3,2-3,10_15,2021,65,2502,Gear type manual,8111
MP07497,17990,Opel,Corsa,1.2,Benzin,4,4-5,15_20,2020,101,47258,Gear type automatic,1025
ZA12787,13990,Volkswagen,Golf VII,1.6 TDI,Diesel,6,6-7,10_15,2018,115,107348,Gear type manual,1025
DP95251,11560,Skoda,Fabia,1.0 TSI,Benzin,7,6-7,10_15,2017,95,47560,Gear type manual,1023
HT06824,16560,Dacia,Duster,1.6 SCe,Benzin,6,6-7,15_20,2018,115,6096,Gear type manual,1035
VE99864,9560,Skoda,Fabia,1.2 TSI,Benzin,9,8-9,0_10,2015,90,113948,Gear type manual,1025
KC13468,11790,Smart,fortwo,1.0,Benzin,7,6-7,10_15,2017,70,77042,Gear type automatic,8111
NU64065,15220,Opel,Grandland X,1.5 CDTI,Diesel,5,4-5,15_20,2019,131,96238,Gear type manual,1035
ZR26183,9000,Dacia,Sandero,0.9 TCe,Benzin,9,8-9,0_10,2015,90,56557,Gear type manual,1025
FK52929,17990,Renault,Kadjar,1.3 TCe,Benzin,5,4-5,15_20,2019,140,31284,Gear type manual,1035
HN42453,26657,Seat,Leon,2.0 TSI,Benzin,5,4-5,25_30,2019,290,40555,duplex,1025
VK17227,22490,Volkswagen,Passat,2.0 TSI,Benzin,6,6-7,20_25,2018,220,110984,Gear type automatic,1023
ZC96240,14970,Citroen,C3 Aircross,1.2 PureTech,Benzin,5,4-5,10_15,2019,110,44223,Gear type manual,1035
WL43614,9560,Renault,Twingo,1.0 SCe,Benzin,6,6-7,0_10,2018,70,37414,Gear type manual,8111
WB03241,16590,Ford,Focus,1.0 EcoBoost,Benzin,6,6-7,15_20,2017,125,59112,Gear type automatic,1023
VN08098,9190,Fiat,500,1.2,Benzin,8,8-9,0_10,2016,70,88761,Gear type manual,8111
YY58324,14860,Ford,Fiesta,1.5 TDCi,Diesel,4,4-5,10_15,2019,86,43661,Gear type manual,1025
AU06133,25010,Mercedes-Benz,E-Klasse,E 220 d,Diesel,8,8-9,25_30,2016,195,105029,Gear type automatic,1023
DB20048,20976,BMW,2er,218i Gran Tourer,Benzin,4,4-5,20_25,2020,140,29468,Gear type manual,1038
SE67356,23040,BMW,X1,sDrive 20i,Benzin,5,4-5,20_25,2018,192,108427,Gear type automatic,1035
WM42131,12490,Volkswagen,Polo,1.2 TSI,Benzin,10,10-11,10_15,2014,90,23352,Gear type automatic,8111
ZM51095,20385,Nissan,Qashqai,1.3 DIG-T,Benzin,5,4-5,20_25,2019,140,22368,Gear type manual,1035
TX52892,12781,Ford,Focus,1.5 TDCi,Diesel,7,6-7,10_15,2017,120,110675,Gear type manual,1025
DK97800,18990,Volkswagen,Golf VII,1.4 TSI,Benzin,7,6-7,15_20,2017,150,69895,Gear type automatic,1025
YX79668,14990,Opel,Adam,1.4,Benzin,5,4-5,10_15,2019,100,25298,Gear type manual,8111
WZ58745,17690,Ford,Fiesta,1.0 EcoBoost,Benzin,5,4-5,15_20,2019,101,13732,Gear type automatic,8111
HC72256,17960,Audi,A3 Limousine,2.0 TDI,Diesel,8,8-9,15_20,2016,150,85568,Gear type manual,1025
BK72536,11930,Renault,Twingo,1.0 SCe,Benzin,4,4-5,10_15,2019,73,9054,Gear type manual,8111
GF97840,12062,Dacia,Sandero,0.9 TCe,Benzin,5,4-5,10_15,2019,90,49163,Gear type manual,1025
ZR35965,13345,Ford,Grand C-Max,2.0 TDCi,Diesel,9,8-9,10_15,2015,150,101240,Gear type manual,1038
GH13065,9626,Opel,Corsa,1.4,Benzin,9,8-9,0_10,2015,90,31346,Gear type manual,8111
KL37711,19490,BMW,3er,318i,Benzin,8,8-9,15_20,2016,135,64173,Gear type manual,1025
NF23567,17070,Volkswagen,Caddy,1.6 TDI,Diesel,9,8-9,15_20,2015,102,118541,Gear type automatic,1038
MG18146,19002,Seat,Leon,1.5 TSI,Benzin,5,4-5,15_20,2019,150,67579,Gear type manual,1023
SD02400,8590,Smart,fortwo,1.0,Benzin,10,10-11,0_10,2014,70,57959,Gear type automatic,8111
FC89978,25990,Volkswagen,Golf VII,2.0 TSI,Benzin,5,4-5,25_30,2019,245,33140,Gear type automatic,1025
ER62310,39541,BMW,5er,540i,Benzin,7,6-7,30+,2017,340,56920,Gear type automatic,1025
UD39808,13123,Fiat,500X,1.4 Turbo,Benzin,9,8-9,10_15,2015,140,67162,Gear type manual,1035
DR58730,9170,Ford,Fiesta,1.0 EcoBoost,Benzin,7,6-7,0_10,2017,100,88112,Gear type manual,8111
JU44818,20675,Skoda,Superb,2.0 TDI,Diesel,8,8-9,20_25,2015,190,100413,Gear type automatic,1023
HH07825,11790,Toyota,AYGO,1.0-VVT-i,Benzin,5,4-5,10_15,2019,72,30394,Gear type manual,8111
GA57456,17990,MINI,MINI,One,Benzin,4,4-5,15_20,2020,102,30670,Gear type automatic,1025
CS77478,14808,Smart,forfour,0.9 Turbo,Benzin,5,4-5,10_15,2018,90,9226,Gear type automatic,8111
FS31440,18490,Smart,fortwo,0.9 Turbo,Benzin,5,4-5,15_20,2019,90,25174,Gear type automatic,1007
AW15633,23890,Volkswagen,Touran,2.0 TDI,Diesel,4,4-5,20_25,2020,116,75194,Gear type manual,1038
YA31985,13591,Volkswagen,Polo,1.0,Benzin,6,6-7,10_15,2017,75,8392,Gear type manual,8111
FE40512,21765,Seat,Leon,2.0 TSI,Benzin,8,8-9,20_25,2016,290,90508,Gear type automatic,1023
JU22978,24300,Hyundai,i30,2.0 TGDI,Benzin,6,6-7,20_25,2017,275,51537,Gear type manual,1025
SP63883,15990,Dacia,Dokker,1.5 Blue dCi,Diesel,4,4-5,15_20,2020,95,72077,Gear type manual,1038
GV65822,18870,Jeep,Renegade,1.3 TGDi,Benzin,4,4-5,15_20,2020,150,78213,duplex,1035
BY60375,27565,Volkswagen,Tiguan,2.0 TDI,Diesel,4,4-5,25_30,2019,190,106744,duplex,1035
XU02727,22480,Opel,Crossland X,1.2 Turbo,Benzin,2,2-3,20_25,2022,131,333,Gear type automatic,1035
PV33646,21900,Ford,Kuga,2.0 TDCi,Diesel,5,4-5,20_25,2019,180,69032,Gear type automatic,1035
XG76371,15045,Volkswagen,Passat,1.4 TSI,Benzin,9,8-9,15_20,2015,150,116125,Gear type manual,1023
CJ12279,9990,Kia,Picanto,1.2,Benzin,6,6-7,0_10,2018,85,80770,Gear type manual,1025
TX53324,15790,Ford,EcoSport,1.0 EcoBoost,Benzin,5,4-5,15_20,2019,125,59906,Gear type manual,1035
UV64221,14390,Mitsubishi,Space Star,1.2,Benzin,2,2-3,10_15,2022,71,4198,Gear type automatic,8111
TK99557,18380,Mercedes-Benz,B-Klasse,B 200 CDI,Diesel,7,6-7,15_20,2017,135,70583,Gear type manual,1038
AM80910,12360,Suzuki,SX4,1.6,Benzin,8,8-9,10_15,2013,120,84445,Gear type manual,1035
HV71130,12990,Suzuki,Swift,1.2 DualJet Mild-Hybrid,Benzin,3,2-3,10_15,2021,83,95065,Gear type manual,8111
XM92062,9941,Ford,B-Max,1.4,Benzin,9,8-9,0_10,2015,90,57716,Gear type manual,1038
RF06603,38900,Land Rover,Evoque,D180,Diesel,5,4-5,30+,2019,179,58441,Gear type automatic,1035
XS04216,39590,Skoda,Superb,2.0 TDI,Diesel,2,2-3,30+,2022,200,23061,Gear type automatic,1023
PM92539,9780,Ford,Fiesta,1.5 TDCi,Diesel,9,8-9,0_10,2015,95,94137,Gear type manual,8111
CX75662,7890,Volkswagen,up!,1.0,Benzin,9,8-9,0_10,2014,60,47863,Gear type manual,8111
FW54806,28025,Peugeot,5008,1.2 PureTech,Benzin,3,2-3,25_30,2021,131,76536,Gear type automatic,1035
BC37716,33644,Volkswagen,Tiguan,2.0 TDI,Diesel,5,4-5,30+,2019,240,58312,Gear type automatic,1035
TS34816,22412,Kia,XCeed,1.4 TGDI,Benzin,4,4-5,20_25,2020,140,29834,Gear type automatic,1035
VJ67507,20250,Audi,A4,1.4 TFSI,Benzin,7,6-7,20_25,2017,150,68955,Gear type manual,1023
FB58769,28796,Audi,Q3,35 TFSI,Benzin,5,4-5,25_30,2019,150,39823,Gear type manual,1035
LD40031,38250,Mercedes-Benz,V-Klasse,V 220 d,Diesel,6,6-7,30+,2018,163,79889,Gear type automatic,1006
GW03345,13261,Volkswagen,up!,1.0,Benzin,2,2-3,10_15,2022,65,22218,Gear type manual,1025
ZF85292,9944,Seat,Ibiza,1.0,Benzin,6,6-7,0_10,2018,75,97341,Gear type manual,8111
KK45679,25690,Mercedes-Benz,C-Klasse,C 200 d,Diesel,4,4-5,25_30,2020,160,62827,Gear type automatic,1023
GY55220,17290,Mercedes-Benz,A-Klasse,A 180,Benzin,7,6-7,15_20,2017,122,117908,Gear type manual,1025
VB72536,14560,Volkswagen,Golf VII,1.2 TSI,Benzin,8,8-9,10_15,2016,85,56795,Gear type manual,1025
HK93986,8990,Volkswagen,Polo,1.4 TDI,Diesel,9,8-9,0_10,2014,75,116417,Gear type manual,1025
HP91246,14060,Citroen,C4 Cactus,1.2 PureTech,Benzin,6,6-7,10_15,2018,131,62196,Gear type manual,1035
UU68520,9208,Ford,Focus,1.6 Ti-VCT,Benzin,8,8-9,0_10,2016,85,44762,Gear type manual,1025
LU83066,6160,Ford,Ka,1.2,Benzin,9,8-9,0_10,2015,70,99783,Gear type manual,8111
WW72405,9490,Citroen,C3,1.2 PureTech,Benzin,7,6-7,0_10,2017,82,61979,Gear type manual,1025
EE82823,13600,Volkswagen,up!,1.0 TSI,Benzin,6,6-7,10_15,2018,115,72948,Gear type manual,1025
YY35647,22020,Mercedes-Benz,CLA-Klasse,CLA 200 Shooting Brake,Benzin,7,6-7,20_25,2017,155,111963,duplex,1023
ZN09088,24091,Kia,Sorento,2.2 CRDi,Diesel,8,8-9,20_25,2016,200,81816,Gear type automatic,1035
MH45360,17490,Nissan,Qashqai,1.3 DIG-T,Benzin,5,4-5,15_20,2018,159,48513,Gear type manual,1035
DX16363,27350,Mazda,CX-5,2.0,Benzin,5,4-5,25_30,2019,165,47772,Gear type automatic,1035
JZ84876,40450,Mercedes-Benz,GLC-Klasse,GLC 220 d,Diesel,5,4-5,30+,2019,194,29854,Gear type automatic,1035
JM68130,20009,Kia,Optima,2.0,Benzin,6,6-7,20_25,2018,163,22787,Gear type manual,1025
RV46270,12600,Volkswagen,Golf VII Sportsvan,1.6 TDI,Diesel,9,8-9,10_15,2015,110,105979,Gear type manual,1038
DS70748,17145,Smart,fortwo,0.9 Turbo,Benzin,7,6-7,15_20,2017,90,30511,duplex,1007
FD64117,23190,Volkswagen,Golf VII,2.0 TSI,Benzin,5,4-5,20_25,2018,245,113441,Gear type automatic,1025
ED55533,11738,Nissan,Micra,1.2,Benzin,8,8-9,10_15,2016,80,39407,Gear type automatic,8111
WP72032,24999,Ford,Galaxy,2.0 EcoBlue,Diesel,5,4-5,20_25,2018,150,89520,Gear type automatic,1038
BP71114,36490,BMW,5er,540i,Benzin,6,6-7,30+,2018,340,99861,Gear type automatic,1023
CU36762,16580,Ford,Fiesta,1.0 EcoBoost,Benzin,5,4-5,15_20,2018,140,27841,Gear type manual,8111
FM58688,17810,Volkswagen,Golf VII,1.0 TSI,Benzin,5,4-5,15_20,2019,116,63210,Gear type manual,1023
KX72517,36930,Audi,Q3,40 TDI,Diesel,5,4-5,30+,2019,190,71776,Gear type automatic,1035
EJ00295,12550,Volkswagen,Golf VII,1.0 TSI,Benzin,9,8-9,10_15,2015,115,92321,Gear type manual,1025
GL98354,11790,Hyundai,i10,1.0,Benzin,5,4-5,10_15,2019,67,18370,Gear type manual,1025
WP47441,22090,Audi,Q5,2.0 TDI,Diesel,9,8-9,20_25,2015,190,106162,Gear type automatic,1035
FM18712,12015,Smart,fortwo,1.0,Benzin,9,8-9,10_15,2015,70,57592,duplex,1008
MJ26267,15990,Volkswagen,Passat,2.0 TDI,Diesel,8,8-9,15_20,2016,150,114928,Gear type manual,1023
NM59070,20170,Skoda,Scala,1.0 TSI,Benzin,3,2-3,20_25,2020,116,38086,Gear type automatic,1025
PJ16477,19359,Hyundai,i30,1.0 T-GDI Mild-Hybrid,Benzin,2,2-3,15_20,2022,120,10240,Gear type manual,1025
UM61882,14590,Renault,Clio,1.0 TCe,Benzin,4,4-5,10_15,2019,101,34400,Gear type manual,1025
XM01051,19190,Dacia,Duster,1.3 TCe,Benzin,5,4-5,15_20,2019,150,26648,Gear type manual,1035
BF18932,38654,Mercedes-Benz,A-Klasse,A 35 AMG,Benzin,5,4-5,30+,2019,306,61700,duplex,1025
DJ08781,11795,Renault,Clio,1.5 dCi Energy,Diesel,7,6-7,10_15,2016,90,57218,Gear type manual,8111
VK69189,12243,Skoda,Octavia,1.4 TSI,Benzin,9,8-9,10_15,2015,150,103131,Gear type manual,1023
WP54317,17520,Seat,Arona,1.0 TSI,Benzin,5,4-5,15_20,2019,95,17161,Gear type manual,1035
KN29213,14880,Dacia,Logan MCV,0.9 TCe,Benzin,6,6-7,10_15,2018,90,20695,Gear type automatic,1023
JB08799,24352,Skoda,Octavia,2.0 TDI,Diesel,4,4-5,20_25,2020,150,71331,duplex,1023
JE01986,17210,Dacia,Duster,1.3 TCe,Benzin,5,4-5,15_20,2019,131,29726,Gear type manual,1035
PR79957,23900,Audi,A4,2.0 TFSI,Benzin,7,6-7,20_25,2017,190,66253,Gear type automatic,1023
TS24415,10120,Toyota,AYGO,1.0,Benzin,7,6-7,10_15,2016,70,54308,Gear type manual,1025
YX40924,38790,BMW,X3,xDrive 20i,Benzin,4,4-5,30+,2020,185,46473,Gear type automatic,1035
AX97721,22990,Mazda,6,2.0,Benzin,5,4-5,20_25,2018,165,58278,Gear type automatic,1023
LX90752,18274,Peugeot,3008,1.6 Turbo,Benzin,7,6-7,15_20,2017,165,108503,Gear type automatic,1035
UG91970,16811,Audi,A3,1.4 TFSI,Benzin,9,8-9,15_20,2015,125,51927,Gear type manual,1025
CC92178,16669,Kia,cee'd,1.6 TGDI,Benzin,6,6-7,15_20,2017,205,118713,Gear type manual,1025
RJ27383,14300,Opel,Mokka,1.6 CDTI DPF,Diesel,9,8-9,10_15,2015,135,36615,Gear type manual,1035
ZJ93972,19490,BMW,2er,218i Active Tourer,Benzin,5,4-5,15_20,2019,140,55576,Gear type automatic,1038
KX68764,33590,BMW,4er,430i Gran Coupé,Benzin,5,4-5,30+,2019,252,45279,Gear type automatic,1008
XT90047,24490,BMW,2er,228i,Benzin,8,8-9,20_25,2016,245,69876,Gear type automatic,1008
YA64556,20647,Land Rover,Discovery Sport,2.0 Td4,Diesel,8,8-9,20_25,2015,180,110123,Gear type automatic,1035
PM04910,19890,Audi,Q3,2.0 TFSI,Benzin,9,8-9,15_20,2015,180,116027,Gear type automatic,1035
SN87901,14290,Nissan,Murano,2.5 dCi,Diesel,9,8-9,10_15,2014,190,111703,Gear type automatic,1035
AJ54860,25599,Mercedes-Benz,GLA-Klasse,GLA 200,Benzin,6,6-7,25_30,2018,155,72872,Gear type automatic,1035
VX20926,9090,Hyundai,i10,1.2,Benzin,7,6-7,0_10,2016,87,93371,Gear type manual,8111
DG84186,13290,Abarth,595,1.4 Turbo,Benzin,9,8-9,10_15,2015,140,38927,Gear type manual,8111
PE70521,20750,Mercedes-Benz,B-Klasse,B 180,Benzin,6,6-7,20_25,2018,122,19121,Gear type manual,1038
RZ33701,23620,BMW,X1,xDrive 25i,Benzin,7,6-7,20_25,2017,230,114877,Gear type automatic,1035
KW39869,15899,Volkswagen,Golf VII Sportsvan,1.6 TDI,Diesel,7,6-7,15_20,2017,115,55467,Gear type manual,1038
BE47703,10240,Renault,Clio,0.9 Energy,Benzin,8,8-9,10_15,2016,90,86272,Gear type manual,1023
XE82257,13900,Mazda,3,2.0,Benzin,7,6-7,10_15,2017,120,108528,Gear type manual,1025
AE10578,13800,Opel,Mokka X,1.6 CDTI DPF,Diesel,7,6-7,10_15,2017,135,100775,Gear type manual,1035
YA73393,25320,Mercedes-Benz,B-Klasse,B 200,Benzin,5,4-5,25_30,2019,163,42721,Gear type automatic,1038
RH85178,19490,Ford,Kuga,1.5 EcoBoost,Benzin,7,6-7,15_20,2017,150,23543,Gear type manual,1035
KK21866,23704,Mercedes-Benz,C-Klasse,C 180 CGI,Benzin,7,6-7,20_25,2017,155,64724,Gear type automatic,1023
GB89216,14888,Dacia,Duster II,1.0 TCe,Benzin,3,2-3,10_15,2021,91,24610,Gear type manual,1035
JT93324,42922,BMW,X4,xDrive 20i,Benzin,4,4-5,30+,2020,185,48689,Gear type automatic,1035
XW26191,12990,Hyundai,i20,1.0 TGDI,Benzin,7,6-7,10_15,2016,120,64106,Gear type manual,1025
PZ05578,16130,Volkswagen,Tiguan,2.0 TDI,Diesel,8,8-9,15_20,2015,150,63999,Gear type manual,1035
BZ54452,26668,Audi,S5,3.0 V6 TFSI,Benzin,9,8-9,25_30,2015,333,110369,Gear type automatic,1008
ZM01880,29960,Peugeot,508,1.6 PureTech,Benzin,4,4-5,25_30,2020,224,41149,Gear type automatic,1023
BC64529,15512,Opel,Mokka X,1.4 Turbo,Benzin,7,6-7,15_20,2017,140,54090,Gear type manual,1035
XU49475,26590,BMW,X1,xDrive 20i,Benzin,5,4-5,25_30,2019,192,48596,Gear type automatic,1035
PS26864,17390,Mercedes-Benz,A-Klasse,A 220 CDI,Diesel,10,10-11,15_20,2014,170,116805,Gear type automatic,1025
RH88197,19990,Skoda,Octavia,2.0 TDI,Diesel,7,6-7,15_20,2017,185,91236,Gear type manual,1023
VG19513,16820,Volkswagen,Golf VII Sportsvan,1.4 TSI,Benzin,7,6-7,15_20,2017,125,65690,Gear type manual,1038
TD13615,30190,Seat,Ateca,2.0 TSI,Benzin,4,4-5,30+,2020,190,35163,Gear type automatic,1035
MN06536,32690,Volkswagen,T6 Caravelle,2.0 TDI,Diesel,5,4-5,30+,2019,115,50206,Gear type manual,1006
WA41249,31750,Audi,A6,3.0 V6 TDI clean diesel,Diesel,6,6-7,30+,2018,272,82096,Gear type automatic,1023
SA12316,21990,Renault,Captur,1.6 E-Tech Hybrid,Hybrid,4,4-5,20_25,2020,90,73424,Gear type automatic,1035
ZG58253,33288,Toyota,ProAce,2.0 D-4D,Diesel,5,4-5,30+,2019,150,73355,Gear type manual,1038
BK44830,23490,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 200,Benzin,6,6-7,20_25,2018,155,59592,Gear type manual,1023
ZY23997,43350,Audi,A6,45 TFSI,Benzin,2,2-3,30+,2021,265,8964,Gear type automatic,1023
XX33931,22700,Kia,cee'd,1.6 TGDI,Benzin,5,4-5,20_25,2018,204,50209,Gear type automatic,1025
MY58912,18490,Nissan,Qashqai,1.6,Benzin,7,6-7,15_20,2017,163,53360,Gear type manual,1035
BF56187,24950,Mercedes-Benz,A-Klasse,A 180 d,Diesel,5,4-5,20_25,2019,115,52376,Gear type automatic,1025
