ids,price,make,built_year,mileage,upholstery,fuel_consumption,color_ids,model_ids,subtype_ids,geartype_ids,bodytype_ids,fueltype_ids,horsepower_ids,time_online_to_reserve_
SN29123,25690.0,130,2018,48485,1056,5.4,12,14,376,2,4,1,53,41
SN87565,21850.0,130,2018,80700,1056,4.1,2,14,377,2,4,2,87,6
SR95687,9690.0,130,2014,116047,1055,5.7,12,4,213,1,5,1,30,21
ST56615,12690.0,905,2015,57788,1055,4.3,6,243,30,1,5,1,35,56
SU51801,27390.0,905,2021,3208,1055,5.6,2,243,278,2,5,1,99,20
SU78728,12900.0,650,2019,63604,1055,5.5,10,111,74,1,5,1,21,5
SU81346,16290.0,345,2018,6012,1055,5.4,6,382,83,1,5,1,27,41
SW87965,11990.0,800,2017,65716,1055,4.3,10,144,30,1,4,1,24,8
SX28145,17690.0,285,2019,84154,1057,7.0,3,200,113,1,8,1,62,29
SX41414,22090.0,570,2016,95141,1057,4.8,2,87,616,2,4,2,77,13
SY65077,8150.0,285,2016,71776,1055,5.2,12,145,58,1,12,1,2,17
SY93619,28732.0,060,2016,109080,1058,5.3,6,41,359,2,4,2,129,27
TA80464,13946.0,590,2015,94236,1056,4.6,12,44,148,1,8,2,39,35
TB07073,24530.0,390,2017,43468,1056,5.7,12,101,295,2,8,2,94,42
TG70041,19590.0,905,2019,12271,1055,4.9,6,303,30,1,8,1,24,44
TJ72895,40450.0,570,2018,42736,1058,6.4,2,71,478,2,3,1,123,113
TK51844,7290.0,560,2014,96687,1055,4.2,2,378,8,2,5,1,7,16
TK80904,33500.0,905,2018,38670,1056,7.2,6,163,278,2,4,1,138,25
TN27173,16390.0,130,2014,112326,1056,4.5,6,4,220,2,5,2,84,37
TT44759,14050.0,905,2019,12249,1055,4.8,12,243,8,1,5,1,3,8
TU54981,22650.0,285,2016,39368,1055,6.5,12,157,113,1,10,1,70,78
TV61920,19970.0,060,2015,94845,1055,6.2,12,253,88,2,8,1,62,21
TW25850,26049.0,905,2019,29404,1057,5.6,12,304,124,2,8,1,62,22
UB21227,21990.0,285,2018,18441,1055,6.8,3,166,113,2,10,1,62,14
UD42705,24490.0,345,2020,11548,1057,4.3,3,198,156,2,8,5,56,47
UN52217,16090.0,905,2018,35678,1055,3.6,12,243,177,1,12,2,24,46
UN56401,42990.0,285,2021,16864,1056,6.3,6,327,268,2,10,2,84,12
YW60348,17990.0,905,2017,52074,1058,5.2,12,163,93,1,5,1,46,53
YW67983,19990.0,345,2020,18972,1057,5.7,12,198,28,1,8,1,43,36
YY49377,17890.0,800,2017,69770,1055,5.3,2,230,93,1,4,1,62,5
ZA06398,10990.0,905,2015,70395,1055,4.8,11,243,8,1,12,1,11,42
ZC58239,7400.0,650,2014,40336,1055,5.5,12,111,41,1,12,1,7,8
ZC64638,12990.0,425,2018,7576,1055,4.5,6,241,41,1,5,1,18,43
ZD17700,15890.0,194,2019,57347,1055,5.9,8,131,67,1,8,1,51,13
ZD61344,9990.0,194,2018,13541,1055,5.2,12,285,21,1,5,1,10,16
ZF93132,8890.0,560,2013,42415,1055,4.1,2,378,8,2,5,1,7,35
ZG95367,20990.0,060,2015,67923,1057,6.5,4,35,201,2,5,1,80,11
ZH36505,9070.0,190,2016,23856,1055,4.6,6,74,57,1,5,1,15,26
ZM20979,14250.0,650,2016,48636,1056,5.9,3,47,99,1,12,1,62,32
ZM22592,24290.0,130,2016,97169,1055,4.8,6,25,421,2,4,2,87,28
ZM57633,16990.0,130,2014,69026,1055,5.1,10,9,335,2,10,1,53,146
ZS10141,15990.0,905,2017,13723,1055,4.9,6,163,30,1,4,1,35,14
ZT94754,26390.0,130,2016,62771,1058,5.5,12,15,404,2,3,1,84,8
ZU62564,21790.0,060,2015,72748,1055,6.1,11,36,201,2,4,1,73,73
ZU78715,29750.0,060,2016,62271,1058,6.3,12,255,358,2,8,2,123,78
ZY46098,29690.0,130,2018,63891,1058,5.9,13,358,640,2,8,1,88,51
ZZ16379,15490.0,285,2017,35993,1055,5.2,3,145,13,2,12,1,28,8
ZZ39372,36910.0,570,2020,22025,1058,1.4,2,31,447,2,5,5,106,68
AT07314,25090.0,670,2019,23318,1055,5.4,10,270,56,1,10,1,35,1
MJ41032,43850.0,060,2016,98103,1058,6.2,12,256,358,2,8,2,129,1
DZ65602,24990.0,570,2013,91044,1056,6.9,2,156,564,2,8,2,127,1
YE43605,12990.0,570,2014,83699,1055,5.5,2,30,437,1,5,1,45,1
WV66578,10795.0,800,2014,50395,1055,5.7,12,272,52,1,10,1,32,1
HG60764,8490.0,830,2014,105952,1055,5.0,7,302,41,1,5,1,24,1
VR05277,25935.0,905,2019,37743,1055,6.6,2,94,93,1,10,1,51,1
JL38351,16560.0,720,2017,46401,1057,5.5,12,96,49,2,8,1,42,1
LH78867,34990.0,285,2017,50032,1057,8.8,2,267,363,2,6,2,94,1
MT20262,12990.0,280,2016,58006,1055,3.8,12,19,3,2,2,1,18,1
RZ92652,20706.0,060,2017,98117,1055,4.2,6,36,272,2,4,2,62,1
BT94776,11621.0,720,2016,117957,1055,5.4,2,213,49,1,4,1,52,1
XG31045,27890.0,650,2018,62593,1055,6.0,6,352,139,1,10,2,59,1
GY20843,14624.0,905,2014,103159,1055,4.5,2,163,272,2,5,2,62,1
LS22380,16070.0,280,2016,75755,1055,5.3,2,127,159,1,4,2,43,1
YE80720,11490.0,800,2018,41510,1055,4.8,6,144,18,1,4,1,11,1
NZ63733,11550.0,720,2016,38609,1057,5.3,10,213,41,1,4,1,39,1
TH60812,13290.0,650,2019,15195,1057,5.7,10,47,74,1,12,1,20,1
XZ81473,17310.0,285,2016,97434,1057,5.2,2,200,268,2,8,2,80,1
PF19207,20490.0,425,2017,20919,1056,4.4,11,228,138,2,8,5,31,1
DN72724,6490.0,720,2014,71844,1055,4.5,3,336,21,1,5,1,7,1
AN25736,23390.0,905,2019,18459,1057,6.1,10,243,278,2,5,1,94,1
BK53995,13990.0,790,2016,57201,1055,4.8,2,321,93,2,5,1,46,1
VW37072,13490.0,285,2016,80627,1055,4.7,10,146,13,1,5,1,46,1
LK87222,16650.0,550,2016,102232,1055,5.3,2,92,300,2,8,2,62,1
JN73128,29490.0,905,2017,53473,1055,6.6,6,291,93,2,10,1,62,1
VM84462,24980.0,060,2015,97843,1058,5.8,6,39,358,2,4,2,119,1
UJ86820,8132.0,590,2019,15403,1055,4.0,12,294,8,1,5,1,7,1
LG44344,24190.0,910,2016,108042,1056,5.7,2,364,306,2,8,2,107,1
XM50085,26490.0,060,2017,88855,1055,6.0,2,36,274,2,4,1,121,1
AC69632,16600.0,720,2016,64241,1057,5.8,3,315,173,2,4,1,62,1
DZ20561,28490.0,570,2016,45128,1057,6.1,2,132,510,2,5,1,84,1
TE41244,7790.0,905,2014,37367,1055,4.7,12,388,8,1,12,1,11,1
VB52801,14290.0,800,2017,87536,1055,4.6,6,268,30,1,5,1,35,1
SG62163,23490.0,905,2015,104219,1058,7.0,12,163,278,2,4,1,135,60
SJ02319,14552.0,130,2015,74709,1055,3.9,10,9,327,1,10,2,39,117
SK44140,22790.0,905,2015,113341,1056,5.5,2,238,272,2,4,2,116,49
SM20927,27190.0,425,2019,37958,1058,6.2,6,387,178,2,3,1,98,15
SP40977,16200.0,905,2016,98494,1057,4.2,2,163,272,1,5,2,62,80
SS71437,17790.0,650,2017,75492,1057,5.3,6,179,231,1,4,2,73,48
SU31698,30690.0,790,2019,33859,1057,6.9,12,58,278,2,8,1,87,34
SU60675,21400.0,905,2018,67681,1055,4.4,6,238,272,2,4,2,62,16
SV21544,42425.0,570,2020,14479,1058,5.8,12,153,544,2,8,1,71,49
SV30427,10700.0,425,2018,13737,1055,4.9,10,241,8,1,5,1,4,86
SV50811,26990.0,345,2019,37330,1058,7.8,3,382,276,1,5,1,130,14
SX59263,17160.0,905,2017,44962,1055,4.8,3,163,30,2,5,1,35,15
SZ69617,20990.0,905,2018,23604,1055,5.1,3,164,124,1,10,1,50,106
TA19978,29005.0,570,2018,23403,1056,7.3,12,87,491,2,5,1,84,77
TA49702,14690.0,720,2018,75628,1055,3.7,2,213,131,2,4,2,35,3
TA61394,17690.0,905,2018,62005,1058,4.8,6,163,124,1,5,1,50,29
TC27272,14290.0,905,2016,36734,1055,4.9,12,163,52,1,5,1,18,24
TC37879,17490.0,560,2019,27325,1055,4.2,2,378,6,2,5,1,21,26
TC76880,7270.0,280,2013,60736,1055,5.7,6,251,74,1,5,1,32,2
TE59014,21551.0,345,2018,18900,1057,6.7,6,198,178,2,8,1,77,3
TE98227,17150.0,790,2019,35007,1057,4.7,12,176,30,1,5,1,24,23
TE98629,35490.0,790,2017,49033,1058,7.3,6,48,278,2,10,1,107,57
TG09792,18450.0,390,2018,41064,1055,6.2,2,109,82,1,8,1,55,32
TH89475,15990.0,905,2014,96962,1055,7.6,12,317,93,1,8,1,70,47
TK32157,31290.0,905,2017,43197,1055,5.7,6,317,272,2,8,2,87,91
TN01010,24290.0,130,2016,63251,1056,5.9,12,9,343,2,10,1,88,32
TR21943,20990.0,570,2014,65412,1055,5.0,4,71,465,2,5,1,66,22
TR64562,34990.0,130,2020,39895,1058,4.5,6,14,377,1,5,2,87,95
TS13903,15590.0,670,2015,42033,1055,4.3,3,12,230,2,4,2,62,10
TX77906,14690.0,190,2021,18355,1055,4.2,6,74,55,1,5,1,15,92
TY52980,22058.0,790,2015,57159,1055,7.2,4,48,93,1,10,1,62,35
TY60937,17900.0,060,2018,69032,1055,5.2,6,32,88,1,5,1,46,36
UC32271,16890.0,130,2014,102306,1055,4.4,2,4,217,2,5,2,57,17
UC53789,20990.0,860,2019,20021,1055,5.6,11,110,54,1,4,1,40,61
UD47881,9690.0,720,2014,93659,1055,4.4,4,213,131,1,4,2,35,9
UD57888,32890.0,910,2018,83812,1056,5.1,6,364,238,2,8,2,87,67
UD92233,16290.0,190,2018,35803,1055,5.3,6,79,56,2,8,1,35,8
UE44121,26490.0,570,2017,83881,1056,6.2,6,132,510,2,4,1,84,20
UG35638,16990.0,060,2018,50855,1057,4.4,3,32,27,1,12,1,15,98
UL81839,21684.0,800,2019,49063,1055,4.8,2,192,125,1,8,1,62,57
UP19578,12990.0,285,2018,26920,1055,5.2,6,145,38,1,5,1,18,112
UR25775,14990.0,285,2017,52129,1055,6.4,11,63,181,2,10,1,32,50
UR32473,10490.0,345,2014,81185,1055,4.0,3,380,39,1,5,2,11,53
UV23442,10790.0,590,2017,31270,1055,4.5,6,294,41,1,5,1,14,27
UW28473,33390.0,570,2016,20915,1058,6.0,2,71,464,2,2,1,66,27
UY30318,12900.0,905,2016,86240,1055,5.1,6,164,52,1,10,1,35,54
UY75331,12490.0,194,2018,21446,1055,5.5,10,285,5,1,5,1,21,22
UY94731,12390.0,800,2016,46546,1055,4.6,6,144,52,1,12,1,21,37
VB50081,33790.0,570,2016,78442,1056,5.0,2,154,552,2,8,2,98,3
VH55819,23990.0,790,2017,76709,1057,7.2,10,205,278,2,4,1,135,58
VK89251,32990.0,130,2018,111910,1057,5.3,3,25,425,2,4,2,127,45
VM13198,12990.0,060,2013,110787,1055,5.3,6,34,88,1,5,1,45,93
VM74917,18950.0,905,2016,119438,1055,4.5,2,323,177,1,10,2,39,47
VN40177,13449.0,060,2016,81749,1055,4.4,2,32,27,1,12,1,15,31
VP19631,12490.0,800,2017,61969,1055,4.3,12,144,30,1,12,1,35,57
VS63431,26990.0,905,2016,74911,1055,5.6,4,291,272,1,10,2,62,59
NU24128,15290.0,560,2018,23213,1056,4.1,10,378,6,2,5,1,21,57
NU78046,20090.0,905,2017,48075,1058,5.0,7,163,93,2,5,1,46,35
NW00960,21450.0,285,2019,41991,1055,4.5,6,146,241,1,4,2,62,48
NW36344,12890.0,285,2016,71418,1057,4.4,13,136,13,1,8,1,46,43
NW77416,13099.0,345,2018,6376,1055,5.6,10,379,8,2,5,1,4,28
NY89909,41990.0,130,2019,109578,1057,5.3,12,360,644,2,8,2,87,73
NZ05480,19290.0,800,2015,109956,1056,6.2,12,230,278,2,4,1,107,63
PA98636,11990.0,860,2013,44262,1055,3.7,12,370,114,2,5,5,11,15
PB30335,10490.0,800,2016,71963,1055,4.6,12,144,52,1,5,1,21,5
PB48454,10990.0,590,2017,27515,1055,4.3,6,295,41,1,12,1,14,44
PH48923,12790.0,860,2017,53210,1055,5.2,11,370,110,1,5,1,35,31
PH62276,15290.0,790,2016,89967,1057,4.1,2,205,272,1,5,2,62,44
PH80712,17190.0,130,2018,35560,1055,5.9,2,4,218,1,5,1,53,39
PL21816,19990.0,285,2016,98980,1058,5.2,2,276,268,2,10,2,62,17
PL85467,13690.0,905,2013,75462,1055,4.4,10,238,177,1,4,2,32,16
PN70524,15990.0,905,2014,56865,1057,5.1,11,163,93,2,4,1,45,11
PN91440,18611.0,650,2018,26037,1055,5.3,2,113,41,2,8,1,35,43
PP27318,8990.0,190,2017,84476,1055,4.3,10,73,55,1,5,1,15,137
PS98421,24110.0,905,2018,75553,1055,5.4,6,323,93,2,10,1,62,15
PU27912,28290.0,285,2019,24305,1057,7.9,2,146,301,1,4,1,131,39
PV00342,24288.0,905,2018,9831,1055,6.7,1,94,93,1,10,1,51,21
PV97346,9190.0,560,2014,51001,1055,4.7,2,378,8,2,5,1,7,61
PW64525,7250.0,650,2014,87666,1055,5.1,2,111,74,1,5,1,20,12
PZ35996,17290.0,345,2017,61376,1055,6.3,2,335,138,1,8,1,52,108
RA70286,13750.0,650,2016,79043,1055,5.9,2,220,99,1,8,1,55,53
RC23198,10790.0,650,2013,43236,1057,7.2,11,214,99,2,10,1,43,10
RC35093,9120.0,285,2013,74530,1055,5.0,6,146,13,1,5,1,46,4
RE23490,19490.0,905,2019,9212,1055,4.6,2,243,30,2,5,1,24,13
RE71122,17390.0,550,2015,94900,1056,5.2,10,92,300,1,8,2,76,4
RF51996,21790.0,590,2018,41725,1056,7.0,12,135,117,2,8,1,71,23
RH04533,13518.0,650,2015,64435,1056,4.5,3,57,8,1,5,1,32,49
RK88010,38690.0,730,2018,65823,1056,8.0,12,126,224,2,8,1,133,88
RL47537,12990.0,800,2015,54505,1055,4.9,12,268,52,1,5,1,35,80
RL67416,12640.0,560,2016,25506,1056,4.1,12,378,6,2,5,1,21,4
RS96146,20100.0,570,2015,94377,1056,5.0,6,71,465,1,5,1,66,49
RT91984,11740.0,285,2018,85720,1055,4.8,6,146,13,1,4,1,28,13
RV86888,13390.0,860,2016,106116,1055,3.3,10,370,114,2,5,5,11,10
RW25692,18990.0,905,2016,31452,1058,5.0,2,163,93,2,5,1,46,28
RZ39981,43990.0,570,2020,19740,1057,5.0,2,153,545,2,8,2,62,49
SF95582,21790.0,130,2013,71611,1055,5.1,4,14,378,2,5,2,84,57
SG21273,15715.0,905,2015,66822,1055,5.3,2,163,93,1,4,1,62,3
SG83243,13690.0,905,2013,87148,1055,6.2,10,67,93,2,5,1,70,20
SH31642,12020.0,190,2015,69478,1055,6.4,2,68,138,1,10,1,26,11
SH64391,10190.0,560,2014,22389,1056,4.1,11,377,8,1,5,1,7,14
SH64784,15322.0,570,2014,79668,1055,6.1,3,102,210,1,10,1,39,56
SH83259,20290.0,345,2016,79595,1056,7.6,6,335,178,2,8,1,77,24
SK99295,12790.0,280,2020,22436,1057,4.1,9,17,19,1,5,1,7,32
SL78435,23600.0,130,2015,106748,1056,5.2,2,359,644,1,8,2,87,21
SM36452,10990.0,590,2018,4872,1055,4.3,10,295,41,1,12,1,14,4
SM77845,18590.0,285,2018,22557,1058,5.3,8,136,13,1,8,1,46,118
SP56600,11773.0,650,2018,35521,1055,5.6,2,111,74,1,12,1,21,8
SP85712,18890.0,425,2018,104501,1058,6.2,12,376,178,2,4,1,97,50
SR83486,29290.0,590,2017,25160,1056,1.8,6,233,224,2,8,5,43,62
SS69915,9890.0,650,2014,58739,1055,5.4,6,214,99,1,10,1,43,10
ST15939,19990.0,860,2018,19889,1055,4.0,6,59,197,2,5,5,28,32
ST82146,13990.0,570,2014,90879,1055,5.6,6,62,452,2,10,1,45,13
XJ02854,17590.0,905,2015,45045,1055,4.1,6,238,272,1,4,2,62,3
XK74803,14990.0,130,2013,45436,1055,5.9,2,4,218,1,5,1,73,11
XL19655,18890.0,905,2017,109848,1055,4.4,3,163,272,1,5,2,84,51
XL86235,15590.0,580,2018,33516,1055,4.9,3,210,584,1,5,1,30,13
XR49741,12190.0,345,2018,52487,1055,4.4,8,380,26,1,12,1,29,4
XR97192,20695.0,905,2017,52845,1055,5.5,10,323,52,1,10,1,35,43
XT64729,21990.0,905,2018,60734,1055,5.1,2,238,93,1,4,1,62,35
XV61872,37390.0,790,2019,28832,1056,7.3,7,316,278,2,8,1,87,86
XV75684,17990.0,285,2018,47070,1055,6.2,6,145,13,2,4,1,29,50
XW33064,13990.0,550,2016,108874,1055,4.1,2,10,300,1,5,2,62,15
XW81160,23900.0,580,2018,47245,1057,5.6,12,93,504,2,2,1,88,76
XY61357,21451.0,905,2017,64886,1055,4.6,2,94,272,1,10,2,30,37
YA37215,9290.0,800,2015,93174,1055,3.6,4,144,87,1,12,2,21,41
YA57339,42490.0,570,2018,62482,1056,5.7,12,155,558,2,8,2,98,7
YB26228,29190.0,060,2017,39967,1057,1.8,12,34,90,2,5,5,62,58
YC24540,26490.0,345,2019,27858,1057,7.8,6,382,276,1,5,1,130,22
YD31428,17190.0,905,2015,84857,1055,7.1,13,317,93,2,8,1,70,21
YD50814,18990.0,790,2018,40602,1055,4.2,6,176,125,1,5,1,62,65
YD72786,15790.0,905,2018,26481,1055,4.8,12,388,30,1,5,1,39,93
YD87620,16590.0,830,2015,61032,1055,5.3,12,349,138,2,8,1,43,35
YE18467,13290.0,560,2017,20931,1055,5.2,2,377,6,2,5,1,21,30
YE25389,39859.0,285,2019,32714,1055,6.3,12,327,268,2,10,2,73,43
YE68609,7290.0,590,2017,30665,1055,4.2,12,295,8,1,12,1,7,18
YF01722,20390.0,285,2021,6908,1057,5.0,12,136,13,1,8,1,46,11
YJ19824,14590.0,340,2015,53764,1055,5.6,2,173,103,1,8,1,50,25
YK88696,11790.0,905,2017,52449,1055,5.1,2,243,52,1,5,1,21,2
YM89492,24750.0,060,2019,99745,1056,4.6,3,36,394,2,4,2,62,28
YU01592,13160.0,194,2019,19653,1055,5.5,10,285,5,1,5,1,21,23
YU39913,13190.0,905,2013,35235,1055,6.3,4,161,93,2,10,1,45,21
YX17929,16190.0,790,2015,64827,1057,4.8,12,205,93,1,4,1,62,69
YX53870,22499.0,650,2020,31809,1055,4.9,6,171,41,2,8,1,50,11
YX59484,20690.0,905,2017,68046,1055,4.9,12,163,124,2,5,1,62,52
YX75835,8300.0,720,2016,37902,1055,4.7,12,336,21,1,5,1,7,31
YY46721,28990.0,570,2015,77500,1056,5.6,12,71,474,2,4,1,101,73
YY62721,23689.0,390,2017,39294,1056,5.9,12,269,248,2,8,2,73,13
ZA75587,14890.0,285,2017,82311,1055,4.2,6,72,120,3,10,2,43,38
ZA84443,12890.0,790,2017,42739,1058,4.2,2,176,30,1,5,1,24,65
ZF08943,14750.0,790,2017,70496,1055,4.7,5,176,30,1,5,1,24,153
ZF90668,15890.0,650,2016,21735,1057,5.9,6,220,99,1,8,1,55,46
ZG77121,9450.0,190,2015,110698,1055,4.6,2,79,55,1,8,1,15,12
ZG82055,13940.0,285,2017,51499,1055,4.3,6,145,13,1,12,1,28,68
ZG85387,16975.0,650,2018,71889,1057,6.2,12,220,99,2,8,1,55,47
ZH15623,37093.0,910,2018,77495,1056,6.0,2,364,239,2,8,2,113,62
ZL43912,27990.0,570,2018,29823,1057,6.9,12,152,534,2,8,1,45,92
ZM08920,15990.0,285,2018,85067,1055,4.4,2,146,268,2,4,2,62,20
ZM97739,17990.0,905,2017,50625,1055,5.3,6,163,93,1,5,1,46,97
ZN35865,10900.0,905,2016,99818,1055,5.0,6,243,8,1,5,1,2,21
ZN64589,26590.0,905,2015,108894,1055,6.4,12,305,272,1,10,2,39,2
ZN71378,15670.0,905,2015,33765,1055,4.9,6,163,52,2,5,1,35,18
ZP01445,16350.0,790,2016,31996,1057,5.2,12,205,93,1,5,1,46,12
ZS46910,15930.0,905,2017,28477,1055,4.9,2,243,52,2,12,1,21,42
ZT26795,25890.0,130,2016,77136,1057,4.9,2,357,644,2,8,2,87,34
ZT91300,37990.0,130,2019,54954,1056,5.5,2,25,425,2,4,2,127,16
ZU45700,11890.0,285,2016,60702,1055,5.1,6,146,13,1,5,1,46,3
ZU99199,19490.0,650,2020,9963,1057,4.2,2,111,41,2,5,1,29,54
ZW53347,18990.0,860,2016,44883,1055,6.6,11,346,194,2,10,1,60,37
ZN38898,36390.0,905,2019,56826,1056,5.9,3,238,272,2,4,2,115,49
ZT32065,14990.0,425,2015,64971,1057,7.4,6,387,178,1,3,1,98,38
ZU10090,18918.0,380,2016,90326,1056,4.2,6,367,325,2,4,2,80,7
ZW97352,16290.0,860,2015,94740,1058,6.0,3,61,194,2,4,1,60,22
ZX99736,24067.0,905,2018,73833,1055,4.5,3,323,272,1,10,2,62,8
ZZ58344,11490.0,720,2017,64403,1055,4.3,12,193,133,1,10,2,11,35
SS79610,26858.0,905,2017,63124,1058,1.7,6,238,79,2,4,5,106,1
GD84770,11890.0,280,2016,74116,1057,6.4,10,21,138,1,8,1,35,1
DK90331,19690.0,905,2018,50984,1058,5.9,3,243,278,2,5,1,94,1
YK67315,13490.0,345,2019,18852,1055,5.8,6,380,41,1,5,1,18,1
PM40011,5790.0,905,2012,102610,1055,4.7,10,388,8,1,5,1,11,1
YV45352,14790.0,580,2013,67710,1057,6.1,10,112,504,1,8,1,84,1
XF14402,18980.0,190,2019,36286,1055,5.1,6,80,56,1,10,1,50,1
XE37450,13550.0,345,2020,10148,1055,5.8,6,380,41,1,5,1,17,1
TN26697,7890.0,560,2013,75594,1055,4.2,2,378,8,2,12,1,7,1
LL05657,18790.0,130,2013,103336,1057,4.9,2,359,644,2,8,2,84,1
YH26213,22950.0,720,2018,88981,1057,7.4,6,139,172,2,10,1,109,1
NU36906,12990.0,720,2018,9880,1055,4.5,6,336,21,2,5,1,7,1
SN24665,18890.0,905,2017,96463,1058,4.9,12,163,124,2,4,1,62,1
NV74690,14590.0,790,2014,119768,1057,4.8,12,205,272,2,4,2,84,1
LK44996,8249.0,905,2015,64986,1056,4.6,6,388,8,1,5,1,11,1
JY19584,24580.0,790,2018,49119,1058,5.7,12,58,124,2,8,1,62,1
DF78160,13680.0,650,2016,109272,1055,5.5,12,179,231,2,4,2,73,1
YU70528,22490.0,570,2016,81526,1055,5.6,12,87,614,2,4,1,66,1
HB42434,14990.0,905,2014,25950,1055,5.2,6,164,93,2,10,1,62,1
UL40412,5900.0,670,2013,28630,1055,4.6,9,1,8,1,5,1,5,1
ZF37558,16490.0,860,2015,38981,1055,4.0,6,60,197,2,4,5,28,1
AK51933,40469.0,570,2019,35822,1058,6.4,12,71,478,2,3,1,123,1
GP90302,12222.0,560,2017,27641,1055,4.1,10,378,8,2,5,1,7,10
GR87285,24490.0,570,2013,70320,1056,5.3,11,132,525,2,5,2,121,89
GR95278,25249.0,060,2016,65352,1057,5.2,6,34,272,2,2,2,84,30
GT54579,21980.0,570,2017,34285,1057,5.4,2,87,487,1,5,1,45,24
GW38478,13790.0,560,2018,26088,1055,4.1,10,378,6,2,3,1,21,3
GW73308,11950.0,060,2016,115215,1057,2.8,12,32,87,1,5,2,21,22
GW86291,10666.0,285,2016,58649,1055,4.6,6,145,8,1,5,1,14,68
GX07006,16950.0,345,2017,57845,1055,6.3,3,335,138,1,8,1,52,4
GX17012,18990.0,285,2019,39043,1055,7.6,6,72,113,2,10,1,62,36
GY75472,8090.0,280,2017,41029,1055,5.2,2,236,41,1,5,1,7,16
GZ19878,25990.0,905,2018,41429,1055,6.3,12,163,278,2,5,1,111,122
GZ60229,13590.0,425,2017,74827,1055,5.5,12,299,74,1,8,1,28,3
HC30354,16123.0,670,2019,76558,1057,5.5,6,6,56,2,8,1,35,11
HC33025,26890.0,060,2018,44649,1055,5.9,3,35,274,2,5,1,87,64
HE26992,15938.0,905,2018,45043,1055,4.8,3,163,30,1,5,1,35,21
HG61592,25490.0,190,2019,49997,1055,4.5,7,68,106,1,10,2,51,43
HG80252,21090.0,905,2018,67265,1058,4.3,12,163,272,2,5,2,62,38
HK76489,10990.0,860,2020,12065,1055,4.1,12,45,37,1,5,1,9,25
HP67265,14490.0,800,2014,96496,1055,5.1,6,372,272,1,8,2,55,25
HV66754,17690.0,800,2017,85999,1055,4.0,2,300,177,2,4,2,43,21
HX17036,16990.0,905,2017,56447,1055,4.7,6,163,30,2,5,1,35,4
HZ56613,6590.0,905,2013,109060,1055,4.5,12,388,8,1,5,1,2,5
JD97545,11690.0,650,2015,73088,1057,6.4,6,55,99,2,5,1,55,2
JE02535,10090.0,720,2014,89467,1055,5.0,8,96,4,1,8,1,21,10
JE30437,15690.0,285,2019,43319,1055,5.0,6,145,13,1,5,1,28,19
JG07849,37924.0,570,2018,69172,1056,5.2,12,132,515,2,4,2,91,35
JG58543,25490.0,130,2016,76817,1056,6.3,3,14,389,2,5,1,121,11
JG72199,34990.0,570,2018,41760,1057,6.2,12,132,518,2,4,1,101,46
JH13730,23990.0,550,2020,10460,1055,5.4,6,10,224,2,5,1,62,27
JH47656,9790.0,425,2018,21945,1055,4.9,13,241,8,1,5,1,4,50
JH93612,18390.0,800,2015,119723,1057,6.2,3,230,278,2,4,1,107,32
JJ41613,16350.0,130,2015,48332,1055,3.9,12,4,215,2,5,2,39,16
JK10427,14603.0,905,2015,114410,1055,5.0,2,164,52,2,10,1,35,2
JK24104,18694.0,905,2019,74670,1055,4.1,6,160,177,1,4,2,40,40
JK90182,24790.0,905,2017,50041,1055,6.3,12,163,278,2,5,1,111,14
JN44938,7490.0,194,2014,119313,1055,5.4,10,285,5,1,5,1,21,16
JN91060,12059.0,280,2016,78614,1055,6.0,10,319,99,1,5,1,43,59
JR25862,17990.0,190,2018,90097,1055,5.6,10,80,180,2,10,1,72,15
JS76777,27750.0,345,2019,29366,1057,7.8,12,382,276,1,5,1,130,73
JT92796,18200.0,550,2019,103924,1057,6.1,2,90,258,2,8,1,44,45
JV20588,6920.0,800,2013,118861,1055,5.2,9,144,52,1,5,1,18,13
JY78320,24190.0,570,2015,101404,1056,4.8,12,281,603,2,2,2,98,36
JZ90784,19890.0,425,2017,47439,1055,3.8,4,228,138,2,8,5,31,15
KA13420,20990.0,570,2015,82784,1057,5.8,6,152,536,2,8,1,66,23
KA66951,8650.0,425,2016,22388,1055,4.5,2,241,8,1,5,1,3,2
KA90419,14490.0,550,2016,41090,1055,4.5,4,5,103,1,5,1,21,67
KB33242,14390.0,650,2015,54971,1056,6.6,2,51,288,2,8,2,84,22
KB66760,17590.0,800,2013,82255,1057,6.7,3,230,202,2,4,1,80,19
KE55636,23450.0,800,2017,72242,1058,6.6,6,230,278,2,4,1,111,2
KF00946,11790.0,285,2015,71854,1055,4.8,6,146,13,1,4,1,46,44
KJ73366,23290.0,905,2017,70198,1055,6.0,5,94,93,1,10,1,46,44
KK14067,17890.0,650,2016,67294,1056,6.0,2,57,166,1,4,1,94,3
KK31198,11490.0,570,2013,112690,1055,5.9,2,62,452,1,10,1,45,51
KL23195,18190.0,650,2017,58832,1055,6.4,4,220,84,2,8,1,64,51
KL83385,16990.0,285,2017,60527,1055,5.5,12,146,113,1,5,1,62,40
KP12590,25834.0,905,2018,28756,1058,5.5,2,238,124,2,4,1,62,4
RL77241,22490.0,910,2017,68197,1057,5.5,3,338,262,2,4,1,87,44
RM20429,10990.0,190,2017,69718,1055,4.7,7,74,55,1,5,1,15,33
RM28078,22890.0,905,2016,64650,1055,5.4,2,323,93,2,10,1,62,62
