dates,cars_sold_de,cars_online_de,avg_buyprice_de,bookmarks_de,opportunity_de,purchases_de,published_de
2024-03-17,0,4647,14351,3439,652,0,0
2024-03-18,97,4564,14363,3487,947,110,68
2024-03-19,84,4544,14386,3040,864,103,94
2024-03-20,89,4537,14368,3036,807,113,75
2024-03-21,84,4534,14329,3416,785,82,127
2024-03-22,98,4542,14289,2944,738,141,120
2024-03-23,42,4598,14269,2459,655,61,35
2024-03-24,0,4629,14261,2915,650,0,0
2024-03-25,91,4554,14256,3066,911,119,80
2024-03-26,103,4537,14247,3016,791,122,128
2024-03-27,65,4596,14217,3092,756,114,87
2024-03-28,70,4610,14197,2998,680,121,77
2024-03-29,0,4667,14194,3434,666,0,0
2024-03-30,43,4613,14174,2489,578,42,35
2024-03-31,0,4645,14159,2656,499,0,0
2024-04-01,0,4645,14159,3055,682,1,0
2024-04-02,91,4556,14160,3246,1030,101,44
2024-04-03,108,4489,14182,3285,917,110,45
2024-04-04,105,4445,14182,3314,921,94,109
2024-04-05,90,4461,14206,3124,847,149,122
2024-04-06,32,4532,14226,2808,615,48,39
2024-04-07,0,4564,14230,3096,698,0,0
2024-04-08,102,4453,14210,3001,902,140,49
2024-04-09,112,4382,14218,3290,898,119,83
2024-04-10,86,4376,14259,3096,856,119,74
2024-04-11,97,4372,14271,3192,883,102,191
2024-04-12,71,4453,14275,3124,897,113,93
2024-04-13,47,4494,14283,2546,633,25,32
2024-04-14,0,4519,14284,3286,646,0,0
2024-04-15,84,4444,14290,3348,1007,125,59
2024-04-16,110,4379,14276,3350,896,86,70
2024-04-17,89,4344,14280,3495,964,117,82
2024-04-18,92,4331,14315,3261,898,81,104
2024-04-19,74,4382,14369,3339,905,109,142
2024-04-20,41,4450,14403,3595,815,35,43
2024-04-21,0,4480,14402,3659,759,0,0
2024-04-22,103,4387,14381,3510,996,127,101
2024-04-23,105,4380,14390,3207,961,101,96
2024-04-24,98,4358,14377,3521,960,86,77
2024-04-25,86,4363,14363,3305,857,69,84
2024-04-26,89,4366,14319,3263,936,138,187
2024-04-27,50,4473,14342,3076,699,33,44
2024-04-28,0,4513,14346,3139,703,0,0
2024-04-29,91,4429,14373,2965,916,105,75
2024-04-30,86,4423,14364,2313,756,102,106
2024-05-01,0,4498,14388,2940,736,0,0
2024-05-02,120,4402,14363,3255,1060,80,104
2024-05-03,104,4389,14364,3189,866,122,120
2024-05-04,46,4431,14387,3006,771,38,30
2024-05-05,0,4442,14391,3323,659,0,0
2024-05-06,134,4333,14393,3621,982,95,94
2024-05-07,95,4310,14351,3092,956,91,77
2024-05-08,102,4287,14349,2918,784,96,72
2024-05-09,0,4351,14362,2949,663,0,0
2024-05-10,124,4219,14329,2981,868,102,112
2024-05-11,49,4268,14294,2554,675,30,14
2024-05-12,0,4281,14294,2777,676,0,0
2024-05-13,101,4201,14294,3314,994,90,97
2024-05-14,92,4194,14308,3121,943,97,88
2024-05-15,81,4211,14298,3135,927,104,89
2024-05-16,73,4231,14288,2843,873,78,108
2024-05-17,94,4252,14283,2997,866,134,113
2024-05-18,37,4303,14255,3029,746,53,33
2024-05-19,0,4325,14242,3356,680,0,12
2024-05-20,0,4336,14249,2942,701,1,0
2024-05-21,120,4216,14248,3356,1158,114,56
2024-05-22,112,4150,14169,3241,973,98,117
2024-05-23,96,4181,14118,3468,904,94,149
2024-05-24,88,4225,14131,3369,830,148,170
2024-05-25,51,4317,14137,2824,773,35,35
2024-05-26,0,4340,14146,3059,655,0,0
2024-05-27,107,4239,14161,3208,1019,119,95
2024-05-28,106,4220,14192,3153,985,96,45
2024-05-29,95,4189,14165,3456,922,121,161
2024-05-30,88,4235,14123,3543,884,46,98
2024-05-31,98,4240,14105,3435,930,139,103
2024-06-01,35,4290,14116,3253,751,36,47
2024-06-02,0,4326,14121,3218,709,0,0
2024-06-03,108,4219,14117,3191,1008,110,100
2024-06-04,109,4216,14121,3209,984,99,107
2024-06-05,113,4183,14112,3480,1064,97,120
2024-06-06,96,4210,14082,3153,876,76,84
2024-06-07,100,4199,14073,2997,890,159,96
2024-06-08,31,4252,14103,2643,671,48,35
2024-06-09,0,4284,14091,3091,663,1,0
2024-06-10,97,4181,14112,3091,935,117,50
2024-06-11,113,4124,14101,3326,940,111,182
2024-06-12,91,4222,14092,3112,933,103,169
2024-06-13,79,4302,14078,2940,849,95,155
2024-06-14,76,4362,14128,2994,840,136,74
2024-06-15,35,4383,14151,2756,738,45,32
2024-06-16,0,4400,14149,2778,691,0,0
2024-06-17,119,4291,14138,2910,990,125,58
2024-06-18,107,4251,14127,3117,990,122,111
2024-06-19,98,4253,14164,3321,861,124,148
2024-06-20,85,4324,14157,3162,973,93,141
2024-06-21,109,4346,14158,3440,882,158,129
2024-06-22,38,4420,14164,2940,687,58,39
2024-06-23,0,4437,14171,2706,645,0,0
2024-06-24,123,4329,14160,2948,932,123,78
2024-06-25,95,4318,14197,2941,882,102,101
2024-06-26,100,4311,14188,2686,766,109,68
2024-06-27,64,4313,14196,2912,805,100,96
2024-06-28,75,4360,14183,2640,794,141,127
2024-06-29,28,4437,14180,2320,705,66,39
2024-06-30,0,4466,14168,3124,736,0,0
2024-07-01,79,4391,14176,3160,1008,117,97
2024-07-02,133,4343,14262,3412,940,118,108
2024-07-03,90,4352,14256,3325,1023,130,106
2024-07-04,100,4363,14234,3463,910,103,120
2024-07-05,91,4391,14305,3263,850,138,150
2024-07-06,41,4458,14328,3296,697,63,32
2024-07-07,0,4475,14339,3499,776,0,0
2024-07-08,152,4337,14336,3549,1062,131,63
2024-07-09,92,4293,14297,3924,951,117,87
2024-07-10,96,4291,14299,4503,1004,107,108
2024-07-11,97,4281,14333,4453,942,96,96
2024-07-12,95,4273,14392,4274,981,154,84
2024-07-13,33,4321,14421,4500,799,45,38
2024-07-14,0,4336,14432,4101,703,0,0
2024-07-15,102,4253,14458,4245,1007,122,107
2024-07-16,95,4250,14470,4181,982,125,107
2024-07-17,117,4228,14473,3957,996,114,82
2024-07-18,103,4201,14494,3648,909,93,60
2024-07-19,80,4178,14516,3703,894,122,58
2024-07-20,34,4181,14528,3404,750,65,11
2024-07-21,0,4180,14539,3993,646,0,0
2024-07-22,118,4102,14545,4222,1099,133,148
2024-07-23,123,4097,14531,4296,1039,116,145
2024-07-24,111,4131,14562,4628,988,119,225
