company,cars_bought,type_buyer,frequency,recency,monetary,share_low_hp,share_medium_hp,share_high_hp,share_old_,share_m_age,share_recent_,share_low_mileage,share_medium_mileage,share_high_mileage,share_less_5k,share_5k_10k_,share_over_10k_,profit_per_car
DATSYSHYN OLESYA MYROSLAVIVNA,1,Small_buyer,1,6,2,1,0,0,0,1,0,0,0,1,1,0,0,590
"Elegance Automobile Wiesbaden, Inh. Hayati Bicer",9,Small_buyer,3,3,4,0.888888889,0.111111111,0,0.888888889,0.111111111,0,0.111111111,0.888888889,0,0.888888889,0.111111111,0,385.3333333
MOVIZ SURAUTO SL,2,Small_buyer,1,10,4,1,0,0,0,1,0,1,0,0,0,1,0,606.5
Bonne voiture SIA,4,Small_buyer,2,7,6,0.5,0.5,0,0,1,0,0,1,0,0,0,1,922
wagi,2,Small_buyer,1,10,3,1,0,0,0.5,0.5,0,0,1,0,0.5,0.5,0,-28
"MK-Automobile, Inh. Mustafa Karacavus",8,Small_buyer,3,1,9,0.125,0.375,0.5,0,0.375,0.625,0.25,0.625,0.125,0,0.125,0.875,330
"Schulz Automobile, Inh. Ulrich Berndt",35,Medium_buyer,7,1,7,0.657142857,0.342857143,0,0.914285714,0.085714286,0,0.171428571,0.828571429,0,1,0,0,518.8
Van Der Linden Groep Waddinxveen,1,Small_buyer,1,10,5,0,1,0,0,0,1,1,0,0,0,0,1,1317
Autohaus Bärenstrauch GmbH & Co KG,5,Small_buyer,3,3,9,1,0,0,0,0,1,1,0,0,0,0,1,437.6
VÖRÖS 8 Kft.,13,Small_buyer,4,8,6,1,0,0,0.538461538,0.461538462,0,0.076923077,0.692307692,0.230769231,0.846153846,0.153846154,0,352.2307692
AUTO ASA j.d.o.o.,5,Small_buyer,3,6,4,1,0,0,0,1,0,0,1,0,1,0,0,419.6
Autohaus Rinner GmbH,2,Small_buyer,1,9,7,0,1,0,0,0,1,1,0,0,0,0,1,651.5
"Service-Point, Inh. Thomas Steinhauer",1,Small_buyer,1,7,4,0,1,0,0,1,0,0,1,0,0,0,1,807
eveman grupp ou,1,Small_buyer,1,10,3,0,0,1,0,1,0,0,0,1,0,1,0,415
Mertens Lokeren,7,Small_buyer,3,6,9,1,0,0,0,0.142857143,0.857142857,1,0,0,0,0,1,814.7142857
GARAGE MONTEYNE,1,Small_buyer,1,10,3,1,0,0,0,0,1,1,0,0,0,1,0,373
Autoservice Ketelaar,1,Small_buyer,1,6,1,1,0,0,1,0,0,0,1,0,1,0,0,-81
DIRALA AVTOMOBILI DOOEL Skopje,4,Small_buyer,2,6,2,1,0,0,1,0,0,0,0.75,0.25,1,0,0,246.75
TALLERES AUTOCENTER LOS MONTESINOS SL,1,Small_buyer,1,10,3,0,1,0,0,1,0,1,0,0,0,1,0,334
"SD Automobile, Inh. Dominik Walper",25,Medium_buyer,6,6,10,0.64,0.36,0,0.04,0.32,0.64,0.96,0,0.04,0.04,0.12,0.84,1023.12
Häusler Automobile GmbH,1,Small_buyer,1,8,4,1,0,0,0,0,1,1,0,0,0,0,1,812
AUTOHAUS KASTNER GMBH,1,Small_buyer,1,10,6,0,0,1,0,1,0,0,1,0,0,0,1,1530
NOEL JORGE GUERREIRO RODRIGUES,1,Small_buyer,1,7,3,0,1,0,0,1,0,0,1,0,0,1,0,725
VAREKO PROMET D.O.O.,1,Small_buyer,1,6,4,1,0,0,0,0,1,1,0,0,0,0,1,556
VASILE GHEORGHE POP,3,Small_buyer,2,4,6,0,0.666666667,0.333333333,0,1,0,0,0.333333333,0.666666667,0,0,1,1046.333333
Zeeuw en Zeeuw Ford Woerden,33,Medium_buyer,7,7,11,0.666666667,0.272727273,0.060606061,0,0.181818182,0.818181818,0.787878788,0.212121212,0,0.03030303,0.151515152,0.818181818,945.4242424
Technotrade Group s. r. o.,1,Small_buyer,1,10,4,0,1,0,0,1,0,0,0,1,0,0,1,430
L.A. VAN ROOZENDAAL B.V.,1,Small_buyer,1,10,7,0,0,1,0,0,1,0,1,0,0,0,1,749
Zurabi Kitiashvili,6,Small_buyer,3,6,3,1,0,0,0.666666667,0.333333333,0,0.166666667,0.5,0.333333333,1,0,0,583.1666667
Azur Mobil Kft,3,Small_buyer,2,9,4,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0,0.666666667,0.333333333,0.666666667,0.333333333,0,621
GASTRO-CONSULT TANÁCSADÓ Kereskedelmi Szolgáltató Korlátolt Felelősségű Társaság,1,Small_buyer,1,7,7,0,0,1,0,0,1,1,0,0,0,0,1,1048
GTWR MOTORS S.R.L.S.,4,Small_buyer,2,7,7,0.5,0.25,0.25,0.25,0.25,0.5,0.75,0.25,0,0,0,1,528.75
primo cars 77,1,Small_buyer,1,4,1,1,0,0,1,0,0,0,1,0,1,0,0,328
TAREFA SECULAR - LDA,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,1,0,1,0,0,658
"Kfz.Handel Haas, Inh. Elena Haas",1,Small_buyer,1,10,4,1,0,0,0,0,1,0,1,0,0,0,1,544
EVAUTO SIA,1,Small_buyer,1,7,2,1,0,0,0,1,0,0,0,1,1,0,0,576
SCS B.C.D SERVICES,2,Small_buyer,1,9,5,1,0,0,0,0,1,1,0,0,0,0.5,0.5,770
Fdv Motors,1,Small_buyer,1,10,2,1,0,0,0,1,0,1,0,0,1,0,0,248
Pirmas pasirinkimas MB,1,Small_buyer,1,10,3,0,1,0,0,1,0,0,0,1,0,1,0,285
Autohaus Stefan GmbH,1,Small_buyer,1,10,5,1,0,0,0,0,1,1,0,0,0,0,1,478
DÜRKOP GmbH - Filiale Hildesheim,22,Medium_buyer,6,8,10,0.863636364,0.136363636,0,0,0.454545455,0.545454545,1,0,0,0.045454545,0.363636364,0.590909091,978.6363636
Autowelt Ostermaier GmbH & Co KG,42,Medium_buyer,7,5,11,0.595238095,0.30952381,0.095238095,0,0.142857143,0.857142857,0.976190476,0.023809524,0,0,0.095238095,0.904761905,560.4285714
"kfz-Handel, Inh. Murad Atrash",1,Small_buyer,1,9,2,1,0,0,1,0,0,0,1,0,1,0,0,506
NAVE AUTO BG LTD.,3,Small_buyer,2,10,4,1,0,0,0,1,0,0,0.333333333,0.666666667,1,0,0,577.3333333
MAGNUM CARS LLC,8,Small_buyer,3,8,3,1,0,0,0.875,0.125,0,0,0.625,0.375,1,0,0,234.375
Matryoshka d.o.o.,3,Small_buyer,2,10,7,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0,0,1,697.6666667
AUTO EUROPE,2,Small_buyer,1,9,2,1,0,0,1,0,0,0,1,0,1,0,0,292
Delta centre auto,5,Small_buyer,3,9,3,1,0,0,0.2,0.8,0,0.2,0.8,0,1,0,0,381.8
Karwacki Michał P.H.U KARWACKI MICHAŁ,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,0,1,1,0,0,485
SAMPTRANS - EOOD,3,Small_buyer,2,7,5,0.666666667,0.333333333,0,0,0.333333333,0.666666667,0.333333333,0.666666667,0,0.333333333,0.333333333,0.333333333,1110
"KFZ Geiger, Inh. Johannes Geiger",1,Small_buyer,1,7,1,1,0,0,1,0,0,0,1,0,1,0,0,112
Szabó Tamás EV,2,Small_buyer,1,8,2,1,0,0,1,0,0,0,0,1,1,0,0,179
"Lackiererei Axel Kockjoy, Inh. Axel Kockjoy",1,Small_buyer,1,7,2,0,1,0,1,0,0,0,1,0,1,0,0,-558
Hossein Jafari Neshat,1,Small_buyer,1,7,2,1,0,0,0,1,0,0,1,0,1,0,0,544
QUARTZ CLEANING S.R.L.,3,Small_buyer,2,10,3,1,0,0,0.666666667,0.333333333,0,0,0.666666667,0.333333333,1,0,0,233.6666667
"Auto Welt MH, Inh. Svetozar Kacavenda",36,Medium_buyer,7,4,9,0.944444444,0.055555556,0,0.277777778,0.722222222,0,0.111111111,0.888888889,0,0.916666667,0.083333333,0,409.9166667
SA-BUD Oleksandr Savieliev,1,Small_buyer,1,6,1,1,0,0,1,0,0,0,1,0,1,0,0,298
"Fink Automobile, Inh. Holger Fink",77,Top_buyer,9,3,12,0.753246753,0.194805195,0.051948052,0.025974026,0.155844156,0.818181818,0.974025974,0.012987013,0.012987013,0.025974026,0.194805195,0.779220779,622.3376623
NH STOCK ENTIDAD SIN PERSONALIDAD JURIDICA,1,Small_buyer,1,8,2,1,0,0,0,1,0,0,1,0,1,0,0,43
LETOX Tomasz Lewek,3,Small_buyer,2,7,4,1,0,0,0,1,0,0,1,0,0.333333333,0.666666667,0,574.3333333
Motorrad und PKW Technik Evers,5,Small_buyer,3,3,3,0.8,0.2,0,0.8,0.2,0,0.2,0.6,0.2,1,0,0,283.6
"Autohaus Doose, Inh. Hans Doose",6,Small_buyer,3,8,5,1,0,0,0.166666667,0.666666667,0.166666667,0.5,0.5,0,0.666666667,0.166666667,0.166666667,597.8333333
"COLETIVO AUTOMÓVEIS, LDA",2,Small_buyer,1,10,4,0.5,0.5,0,0,1,0,0,1,0,0,0.5,0.5,697
westfalenwagen UG,16,Medium_buyer,5,5,5,0.875,0.125,0,1,0,0,0.4375,0.3125,0.25,1,0,0,328.75
"Liefting Schermer Auto's, R A J GROOT",4,Small_buyer,2,10,7,0.75,0.25,0,0,0.25,0.75,1,0,0,0,0,1,174.5
"Edwins Autorecycling, Inh. Edwin Dembeck",8,Small_buyer,3,6,2,1,0,0,1,0,0,0.125,0.125,0.75,1,0,0,-43.75
AFOI MINTZA OE  AUTO MINTZAS SINCE 1998,2,Small_buyer,1,9,4,1,0,0,0,1,0,0.5,0.5,0,0.5,0,0.5,836
Top Autópark Kft.,8,Small_buyer,3,9,7,0.75,0.25,0,0,0.625,0.375,0.5,0.375,0.125,0.375,0.375,0.25,639.125
PRECCO CARS J.D.O.O.,6,Small_buyer,3,8,7,0.666666667,0.333333333,0,0,0.666666667,0.333333333,0.166666667,0.666666667,0.166666667,0,0.666666667,0.333333333,891.8333333
AVTO MIKLAVŽ d.o.o.,1,Small_buyer,1,10,4,1,0,0,0,0,1,0,1,0,0,0,1,200
HOLYNSʹKYY ROMAN MYKOLAYOVYCH,1,Small_buyer,1,1,3,1,0,0,0,0,1,0,0,1,0,1,0,1176
FERNANDO MARTINS UNIPESSOAL LDA,3,Small_buyer,2,9,9,0.333333333,0,0.666666667,0,0.333333333,0.666666667,1,0,0,0,0.333333333,0.666666667,1145
"Ak Automobile Rüsselsheim, Inh. Mehmet Ali Kandemir",14,Small_buyer,4,4,8,0.714285714,0.285714286,0,0,0.857142857,0.142857143,0.071428571,0.928571429,0,0.285714286,0.571428571,0.142857143,-46
"Auto Köhler, Inh. Alexander Köhler",5,Small_buyer,3,3,9,0.4,0.2,0.4,0,0.2,0.8,1,0,0,0,0.2,0.8,-372.2
MOLIFAG SRL,6,Small_buyer,3,4,2,1,0,0,1,0,0,0,0,1,1,0,0,193.1666667
RS CARS s.r.o.,1,Small_buyer,1,10,5,0,1,0,0,0,1,1,0,0,0,0,1,558
Petr Šulák,4,Small_buyer,2,9,5,1,0,0,0.75,0.25,0,0,0,1,0,0.75,0.25,1585.75
MY CARS DI EMANUELE SALVATORE MY,6,Small_buyer,3,8,5,1,0,0,0.166666667,0.666666667,0.166666667,0.333333333,0.666666667,0,0.666666667,0,0.333333333,608.8333333
"Easy Cars, Inh. Ismail Baykara",5,Small_buyer,3,6,4,1,0,0,1,0,0,0,0.8,0.2,1,0,0,487
SLMB s.r.o.,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,1,0,1,0,0,327
DB CAR DAWID BRAJLICH,2,Small_buyer,1,9,2,1,0,0,0.5,0.5,0,0,1,0,1,0,0,450.5
Miloslav Krpelan,1,Small_buyer,1,9,3,1,0,0,0,1,0,0,1,0,0,1,0,1117
Radlando GmbH,40,Medium_buyer,7,4,8,0.8,0.2,0,0.55,0.45,0,0.25,0.45,0.3,0.925,0.075,0,459
"Car-Wellnessprofi, Inh. Peter Dasbach",1,Small_buyer,1,10,2,1,0,0,1,0,0,1,0,0,1,0,0,690
K.A.l auto,8,Small_buyer,3,7,4,0.5,0.5,0,0.75,0.25,0,0,0.625,0.375,1,0,0,396.5
AUTO - BOX  LESZEK MATUSIAK,7,Small_buyer,3,3,4,1,0,0,0.571428571,0.428571429,0,0.142857143,0.857142857,0,1,0,0,491.5714286
"F2CAR - COMÉRCIO DE AUTOMÓVEIS, UNIPESSOAL LDA",12,Small_buyer,4,9,6,0.75,0.25,0,0.333333333,0.666666667,0,0,0.25,0.75,0.833333333,0.166666667,0,557.0833333
ROSEFA Automobile UG (haftungsbeschränkt),1,Small_buyer,1,6,2,1,0,0,1,0,0,0,1,0,1,0,0,520
NEW-DIRECT Kereskedelmi és Szolgáltató Kft.,1,Small_buyer,1,7,2,1,0,0,1,0,0,0,1,0,1,0,0,438
CZECH-SERWIS ANDRZEJ SMOLIK,1,Small_buyer,1,8,2,0,0,1,1,0,0,0,1,0,1,0,0,-3174
TOP CARS MILITARI-SUN S.R.L.,7,Small_buyer,3,10,6,0.428571429,0.285714286,0.285714286,0.285714286,0.714285714,0,0,0.285714286,0.714285714,0.428571429,0.285714286,0.285714286,652.5714286
ESSEN PROAUTO S.R.L.,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,0,1,1,0,0,439
Automobile Felder,3,Small_buyer,2,8,4,1,0,0,0,1,0,0.333333333,0.666666667,0,1,0,0,346
Autohaus Wedding GmbH,4,Small_buyer,2,8,6,0.75,0.25,0,0,0.25,0.75,1,0,0,0,0.5,0.5,745.75
Supreme Car Store,8,Small_buyer,3,4,9,0.5,0.5,0,0.25,0.125,0.625,0.625,0.25,0.125,0.125,0.125,0.75,1213.25
AUTOBEDRIJF WIM MULDER B.V.,9,Small_buyer,3,3,9,0.777777778,0.222222222,0,0,0,1,1,0,0,0,0.111111111,0.888888889,1025.666667
sarl derrien Peugeot,5,Small_buyer,3,7,4,1,0,0,0.2,0.8,0,1,0,0,0.8,0.2,0,909.4
"Autobody Geesthacht, Inh. Mahmud Dakhil",3,Small_buyer,2,7,5,0,1,0,0.333333333,0.666666667,0,0,1,0,0.333333333,0.333333333,0.333333333,501
Werner & Wildemann GmbH & Co. KG,29,Medium_buyer,6,1,12,0.068965517,0.75862069,0.172413793,0.068965517,0.034482759,0.896551724,0.793103448,0.206896552,0,0,0.068965517,0.931034483,1368.862069
TEMP AUTO EOOD,70,Top_buyer,9,2,11,0.628571429,0.3,0.071428571,0.028571429,0.914285714,0.057142857,0.085714286,0.828571429,0.085714286,0.214285714,0.342857143,0.442857143,792.4285714
Mitox s. r. o.,4,Small_buyer,2,2,7,0.25,0.75,0,0,0.75,0.25,0,0.5,0.5,0,0.25,0.75,594.75
"""PRESTIGE-CARS"" AUTO HANDEL MAGDALENA RATAJCZYK",23,Medium_buyer,6,3,8,0.043478261,0.913043478,0.043478261,0.652173913,0.347826087,0,0,0.086956522,0.913043478,0.695652174,0.304347826,0,547.6956522
NEW CAR COMPANY,5,Small_buyer,3,9,3,1,0,0,1,0,0,0.2,0.6,0.2,1,0,0,351.6
"Rrustemi, Arian",4,Small_buyer,2,7,5,0.75,0.25,0,0,0.75,0.25,0,0.75,0.25,0,0.5,0.5,1227
NMCS UNIPESSOAL LDA,1,Small_buyer,1,8,3,1,0,0,0,1,0,0,1,0,0,1,0,594
Autohaus Unterberger GmbH - Rosenheim,11,Small_buyer,4,8,10,0.272727273,0.090909091,0.636363636,0,0.090909091,0.909090909,1,0,0,0,0,1,2051.545455
Sainte Mere Auto,1,Small_buyer,1,7,3,1,0,0,0,1,0,0,1,0,0,1,0,517
ADAM GŁOWACKI BMWM Adam Głowacki,1,Small_buyer,1,7,3,1,0,0,0,0,1,1,0,0,0,1,0,313
OLIV CENTER AUTO,13,Small_buyer,4,7,9,0.692307692,0.307692308,0,0,0.846153846,0.153846154,0.384615385,0.615384615,0,0.076923077,0.153846154,0.769230769,1246.230769
JMC Auto s.r.o.,1,Small_buyer,1,8,3,1,0,0,0,1,0,0,1,0,0,1,0,847
FORYSZEWSKI RADOSŁAW FOREX LINGERIE,18,Medium_buyer,5,4,6,1,0,0,0.666666667,0.333333333,0,0.055555556,0.5,0.444444444,0.944444444,0.055555556,0,574.5
INIOHOS EE,23,Medium_buyer,6,4,9,1,0,0,0,0.086956522,0.913043478,0.826086957,0.173913043,0,0.086956522,0.695652174,0.217391304,835.0869565
Przewóz Osób Busik Dawid Krupa,1,Small_buyer,1,7,3,1,0,0,0,0,1,0,1,0,0,1,0,333
"VM Service, Inh. Viktor Metzler",10,Small_buyer,4,3,6,0.6,0.4,0,0.5,0.4,0.1,0.1,0.6,0.3,0.7,0.2,0.1,517.9
Integralas UAB,2,Small_buyer,1,10,2,0.5,0.5,0,1,0,0,0,0.5,0.5,1,0,0,-266.5
ZAHAROGIANNIS ANONIMI ETAIREIA EMPOREIAS AFTOKINITON ANTALLAKTIKON KAI SERVIS  ZAHAROGIANNIS AE,1,Small_buyer,1,6,3,1,0,0,0,0,1,0,1,0,0,1,0,968
Jozic Automobile GbR,2,Small_buyer,1,9,3,0.5,0.5,0,1,0,0,0,0.5,0.5,1,0,0,465
Giebener & Trost GbR,3,Small_buyer,2,7,3,1,0,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0,1,0,0,507.6666667
PETNOR MOTORS S.R.L.,2,Small_buyer,1,5,5,1,0,0,0,0,1,0.5,0.5,0,0,0,1,530.5
Auto Center Auenstrasse - Ismaning GmbH,18,Medium_buyer,5,6,10,0.388888889,0.388888889,0.222222222,0.055555556,0.111111111,0.833333333,1,0,0,0,0.055555556,0.944444444,396.5
Motor 2000,2,Small_buyer,1,10,2,1,0,0,0,1,0,0.5,0.5,0,1,0,0,227.5
SERVICE BG Ltd.,1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,-236
PANAKAKIS DIMITRIOS ANTONIOS,3,Small_buyer,2,1,5,1,0,0,0,0.666666667,0.333333333,0.333333333,0.666666667,0,0.333333333,0.333333333,0.333333333,706.6666667
HORV-AUTÓ Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,1,Small_buyer,1,8,4,0,1,0,0,0,1,0,1,0,0,0,1,903
Paul Heuer GmbH,1,Small_buyer,1,7,3,1,0,0,0,1,0,1,0,0,0,1,0,798
Stamala Trade S.R.O.,2,Small_buyer,1,10,4,0.5,0.5,0,0,1,0,0,0.5,0.5,0,1,0,1052
TERMOTEX SPÓŁKA z o.o.,2,Small_buyer,1,10,2,1,0,0,0,1,0,0,0.5,0.5,1,0,0,173.5
Autobedrijf Van den Heuvel,8,Small_buyer,3,4,7,0.75,0.25,0,0.125,0.5,0.375,0.375,0.625,0,0.125,0.5,0.375,578.875
"Wende Automobile Hamburg, Inh. Obeid Latif",13,Small_buyer,4,7,10,0.307692308,0.538461538,0.153846154,0,0,1,0.461538462,0.538461538,0,0,0.153846154,0.846153846,743.4615385
AUTOSTANDAR 2.0 SRL,2,Small_buyer,1,9,6,1,0,0,0,0.5,0.5,1,0,0,0,0,1,1000
Autohaus Heuter GmbH - Filiale Bonn,1,Small_buyer,1,10,2,1,0,0,1,0,0,0,1,0,1,0,0,258
PlatiniumCars Tomasz Latuszek,1,Small_buyer,1,8,3,1,0,0,1,0,0,0,1,0,1,0,0,666
ATHANASIOS KONSTANTINOS MOSHOS O E,2,Small_buyer,1,6,6,0.5,0.5,0,0,0,1,0.5,0.5,0,0,0.5,0.5,1330
TECHNIK AUTOS,3,Small_buyer,2,9,6,0.666666667,0.333333333,0,0,0.333333333,0.666666667,1,0,0,0,0.333333333,0.666666667,589.6666667
TC-RACING,1,Small_buyer,1,8,2,0,1,0,1,0,0,0,1,0,1,0,0,648
TOPS & KEVIN CARS,2,Small_buyer,1,6,2,1,0,0,1,0,0,0,1,0,1,0,0,478.5
van de Ven Mobiliteit B.V.,66,Top_buyer,8,1,9,0.878787879,0.121212121,0,0.484848485,0.515151515,0,0.03030303,0.681818182,0.287878788,0.954545455,0.045454545,0,381.8030303
BENSOF TRADE S.R.L.,2,Small_buyer,1,9,4,1,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0,581
"Skylinemobile, Inh. Robert Loncina",42,Medium_buyer,7,3,9,0.952380952,0.047619048,0,0.214285714,0.761904762,0.023809524,0.071428571,0.547619048,0.380952381,0.952380952,0.047619048,0,490.4047619
Autohaus Cottbus GmbH,1,Small_buyer,1,8,4,1,0,0,0,0,1,1,0,0,0,0,1,1489
SARL SB,32,Medium_buyer,7,3,9,0.90625,0.09375,0,0.0625,0.875,0.0625,0.9375,0.0625,0,0.1875,0.59375,0.21875,773.375
"AR Automobile, Inh. Achim Renerken",64,Top_buyer,8,6,10,0.703125,0.28125,0.015625,0.3125,0.65625,0.03125,0.453125,0.515625,0.03125,0.453125,0.484375,0.0625,644.21875
HD Mobil Damir Horozović s.p.,1,Small_buyer,1,5,4,1,0,0,0,0,1,1,0,0,0,0,1,0
M A 94 UNIPESSOAL LDA,2,Small_buyer,1,9,2,1,0,0,0,1,0,0,0.5,0.5,1,0,0,553.5
"VAPC, UAB",12,Small_buyer,4,1,9,0.5,0.416666667,0.083333333,0,0.083333333,0.916666667,0.083333333,0.833333333,0.083333333,0,0.083333333,0.916666667,799.5833333
SPEED & BUILT SOLUTIONS SL,1,Small_buyer,1,9,4,0,1,0,0,1,0,0,1,0,0,0,1,768
Oudshoorn & Ruijgt Holding B.V.,22,Medium_buyer,6,1,9,1,0,0,0,0.363636364,0.636363636,0.909090909,0.090909091,0,0.045454545,0.363636364,0.590909091,947.1818182
Lukáš Burget,1,Small_buyer,1,9,4,0,1,0,0,1,0,0,1,0,0,0,1,362
"Meheidle Automobile, Inh. Hassan Meheidle",22,Medium_buyer,6,6,5,0.681818182,0.318181818,0,0.909090909,0.090909091,0,0,0.5,0.5,0.954545455,0,0.045454545,313.0909091
TZIATZIOU EVRWPH VASILEIOS || OXIA TECH IMPROVEMENT SPECIALIST,2,Small_buyer,1,7,3,1,0,0,0,0.5,0.5,0,1,0,1,0,0,594
Menoauto Oy,2,Small_buyer,1,10,5,1,0,0,0.5,0,0.5,1,0,0,0.5,0,0.5,1559
GARAGE LAMBIN SA Houffalize (NEW ZRT LUX),1,Small_buyer,1,6,4,1,0,0,0,0,1,1,0,0,0,0,1,1020
SUITRON TECHNOLOGY SL,1,Small_buyer,1,9,4,0,1,0,0,1,0,0,0,1,0,0,1,512
KEHAGIAS NIKOLAOS KAI SIA O E,1,Small_buyer,1,2,3,1,0,0,0,1,0,0,1,0,0,1,0,879
GEORGOUSAKIS MARKOS - AUTO GALLERY,27,Medium_buyer,6,5,9,1,0,0,0,0.62962963,0.37037037,0.925925926,0.074074074,0,0.111111111,0.703703704,0.185185185,908.8518519
Maroš Kiš,27,Medium_buyer,6,1,9,0.703703704,0.296296296,0,0.037037037,0.851851852,0.111111111,0,0.740740741,0.259259259,0.074074074,0.777777778,0.148148148,691.7407407
MARRO AUTOMOBILI SRL,9,Small_buyer,3,7,9,0.888888889,0.111111111,0,0,0.111111111,0.888888889,0.888888889,0.111111111,0,0.111111111,0.444444444,0.444444444,777.5555556
CLEVER WHEELS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1,Small_buyer,1,10,2,0,1,0,1,0,0,1,0,0,1,0,0,-1799
ARIONESEI NECULAI-IOAN PERSOANĂ FIZICĂ AUTORIZATĂ,1,Small_buyer,1,8,3,0,1,0,0,1,0,0,0,1,0,1,0,552
BT AUTO 57,1,Small_buyer,1,3,1,1,0,0,0,1,0,0,1,0,1,0,0,-97
Autohaus Kubitza GmbH,1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,1483
"D.K. Automobile, Inh. Dimitri Kottler AM1",3,Small_buyer,2,6,6,0.333333333,0.666666667,0,0,0,1,0,0.333333333,0.666666667,0,0,1,533
Autobedrijf Oreel,2,Small_buyer,1,7,4,1,0,0,0,1,0,1,0,0,0.5,0.5,0,302.5
EL COFRE DE LOS TESOROS SL,1,Small_buyer,1,10,6,0,0,1,0,0,1,0,1,0,0,0,1,1910
Vario Sales Kft.,24,Medium_buyer,6,8,7,0.875,0.083333333,0.041666667,0.333333333,0.666666667,0,0.291666667,0.666666667,0.041666667,0.916666667,0.083333333,0,260.7083333
ŞERBAN AUTOMOBILE S.R.L.,9,Small_buyer,3,8,6,0.888888889,0,0.111111111,0.777777778,0.222222222,0,0,0.444444444,0.555555556,0.888888889,0,0.111111111,468.2222222
ALLIANCE 68,6,Small_buyer,3,9,9,0.166666667,0.666666667,0.166666667,0,0,1,1,0,0,0,0,1,1044.5
STERNPARTNER GmbH & Co. KG,1,Small_buyer,1,10,7,0,1,0,0,0,1,1,0,0,0,0,1,1906
MARA AUTOHAUS S.R.L.,4,Small_buyer,2,7,4,1,0,0,0,1,0,0,0,1,1,0,0,417.75
Walter Metzen GmbH & Co. KG Kraftfahrzeuge,12,Small_buyer,4,8,9,1,0,0,0,0,1,1,0,0,0,0,1,1373.583333
SARL DWK 92,26,Medium_buyer,6,4,9,0.692307692,0.307692308,0,0,0.961538462,0.038461538,0.5,0.5,0,0.423076923,0.423076923,0.153846154,706.2692308
NATALEX MOTORS - EOOD,1,Small_buyer,1,10,1,1,0,0,1,0,0,0,0,1,1,0,0,199
""" AUTO TRIMI "" SH.P.K.",2,Small_buyer,1,10,9,0,0,1,0,0,1,0.5,0.5,0,0,0,1,1710.5
AUTO - MAX Janusz Śniegowski,8,Small_buyer,3,7,4,1,0,0,0.75,0.25,0,0,0.5,0.5,1,0,0,342
GSA trade s.r.o.,1,Small_buyer,1,7,5,1,0,0,0,0,1,0,0,1,0,0,1,491
"M&Z Automobile, Inh. Malek Qazyzade (Qazyzade GbR)",2,Small_buyer,1,10,5,0.5,0.5,0,0.5,0.5,0,1,0,0,0.5,0,0.5,873.5
WL'S CUSTOM CAR'S,1,Small_buyer,1,9,2,1,0,0,0,1,0,0,1,0,1,0,0,264
SB-CAR,1,Small_buyer,1,10,1,1,0,0,1,0,0,1,0,0,1,0,0,214
"Garo  KFZ-Handel, Inh. Lucy Daniel",7,Small_buyer,3,6,3,1,0,0,1,0,0,0.142857143,0.857142857,0,1,0,0,304.2857143
Lukáš Hajný,3,Small_buyer,2,2,5,1,0,0,0.333333333,0.666666667,0,0,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,574
Agarapathana s.r.o.,4,Small_buyer,2,6,2,0.25,0.75,0,1,0,0,0,0,1,1,0,0,82.25
SARL GARAGE DE CHATEL,22,Medium_buyer,6,4,10,0.636363636,0.363636364,0,0,0.727272727,0.272727273,0.590909091,0.409090909,0,0,0.181818182,0.818181818,993.8181818
Daniel Guenther,5,Small_buyer,3,6,4,0.8,0.2,0,0.8,0.2,0,0.8,0.2,0,0.8,0.2,0,573.8
"BW MULTI TRADE, Inh. Björn Wilke",13,Small_buyer,4,3,9,0.615384615,0.384615385,0,0,0.307692308,0.692307692,0.461538462,0.538461538,0,0,0.461538462,0.538461538,986.8461538
"ANNA ŁOŃ ''AN - CAR""",14,Small_buyer,4,4,5,1,0,0,0.928571429,0.071428571,0,0,0.857142857,0.142857143,1,0,0,396.7142857
DR Motors Renata Grobelna,1,Small_buyer,1,8,1,1,0,0,1,0,0,0,1,0,1,0,0,225
"Veho Lietuva, UAB",1,Small_buyer,1,10,7,0,0,1,0,0,1,1,0,0,0,0,1,2325
TIAGO MANUEL LOPES FRANCO DOS SANTOS,3,Small_buyer,2,8,4,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0,817
INFINITA VAIDADE - LDA,5,Small_buyer,3,8,5,1,0,0,0,1,0,0.2,0.8,0,0.2,0.8,0,646
