company,cars_bought,type_buyer,frequency,recency,monetary,hp,age,mileage,sell_price,share_gear_type_1140_1141,share_gear_type_1139,share_gear_type_1138,share_fuel_type_1140,share_fuel_type_1139,share_fuel_type_other,profit_cluster
Petr Dlapa,2,Small_buyer,1,10,2,99,2004,200657,728,0,0,100,50,50,0,375
MAYAMI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1,Small_buyer,1,10,4,150,2017,248740,11400,0,0,100,100,0,0,750
SERENITY ALSACE AUTO,10,Small_buyer,4,5,5,92,2006,99589,2546,10,0,90,10,90,0,375
TRADE CAR-93 EOOD,1,Small_buyer,1,1,3,190,2009,267575,5046,0,100,0,100,0,0,125
JM AUTO DOJČ s.r.o.,5,Small_buyer,3,6,5,144,2009,164712,5422,20,0,80,40,60,0,750
KŠYŠTOF URBANOVIČ I.V.,1,Small_buyer,1,7,2,163,2011,286412,3878,0,100,0,100,0,0,750
"MS KFZ & Teilehandel, Inh. Monika Wenzel",1,Small_buyer,1,10,2,110,2007,181609,4946,0,0,100,100,0,0,750
CIMARBAUTO SL,6,Small_buyer,3,2,8,161,2014,79776,12566,0,0,100,100,0,0,125
SALE4YOU,7,Small_buyer,3,4,5,86,2011,72260,3751,42,0,57,0,100,0,750
"Celik, Altan",1,Small_buyer,1,9,2,102,2005,145336,2559,0,0,100,0,100,0,375
sternewerk dienstleistungen GmbH,1,Small_buyer,1,9,2,105,2006,161077,4628,0,0,100,100,0,0,375
EG Handels GmbH,2,Small_buyer,1,3,2,90,2004,199676,1165,0,0,100,0,100,0,375
Olga Havrilyk,2,Small_buyer,1,10,4,62,2012,107542,5517,0,50,50,0,50,50,750
Khair Sharifi,7,Small_buyer,3,3,7,182,2009,173836,7235,0,100,0,85,14,0,750
West-Garage Heinz Buchenroth GmbH Toy.Vertr.hdl.,10,Small_buyer,4,8,9,139,2013,60166,11582,40,50,10,10,90,0,1250
Autohaus Martin Wurst GmbH,2,Small_buyer,1,9,6,131,2018,32424,17548,0,0,100,50,50,0,750
"Bilal Automobile, Inh. Nizamettin Erciyas",4,Small_buyer,2,1,5,134,2009,183088,5048,25,75,0,50,50,0,750
DEDOUSI ANNA THEODOROS,1,Small_buyer,1,10,4,90,2015,28266,10248,100,0,0,0,100,0,1250
Krásný - Veterán s.r.o.,1,Small_buyer,1,8,2,125,1991,285775,2900,0,0,100,0,100,0,750
Igor Vavřina,4,Small_buyer,2,9,5,125,2012,165884,8230,0,0,100,75,25,0,750
BL-Auto's,2,Small_buyer,1,6,4,100,2013,61009,7846,0,50,50,0,100,0,750
Gregs trade s.r.o.,1,Small_buyer,1,10,2,60,2009,123455,1541,100,0,0,0,100,0,375
G&G AUTO SH S.R.L.,1,Small_buyer,1,9,2,90,2014,177914,4549,0,0,100,100,0,0,750
"B&W cars, s.r.o.",1,Small_buyer,1,10,4,150,2018,525088,12750,0,100,0,100,0,0,375
akay,6,Small_buyer,3,6,5,123,2010,135654,5486,0,0,100,0,100,0,750
"TipTop AUTO, s.r.o.",2,Small_buyer,1,10,5,116,2017,118411,10178,50,0,50,50,50,0,750
Autohaus Römer OHG,12,Small_buyer,4,6,9,164,2016,113766,12827,16,50,33,58,41,0,375
SASU AU DETAIL AUTO 77,5,Small_buyer,3,3,4,74,2009,124372,3952,20,0,80,0,100,0,750
"MARKETING KRYSTIAN GDOWKA, ARTUR OSTRĘGA SPÓŁKA JAWNA",2,Small_buyer,1,10,3,102,2012,133123,4656,0,0,100,0,100,0,750
POLIS INCHCAPE ATHENS ANONIMI ETAIREIA AFTOKINITON KAI MIHANIMATON  POLIS INCHCAPE ATHENS AE,8,Small_buyer,3,5,8,76,2016,64845,10340,0,50,50,0,62,37,1250
ANDRIANI FRANCESCO,11,Small_buyer,4,5,8,187,2007,139361,9072,18,0,81,9,90,0,125
ZAMPIERI PAOLO,16,Medium_buyer,5,6,9,103,2009,84329,6699,0,18,81,0,100,0,375
Dovez to blíž s.r.o.,2,Small_buyer,1,8,4,182,2013,139131,9998,0,0,100,50,50,0,750
B19 Automobile GbR mit Awid Rastani & Alexej Yuz,2,Small_buyer,1,10,8,425,2017,94301,37866,100,0,0,0,100,0,-125
LT Cars,11,Small_buyer,4,8,8,77,2017,25287,8660,27,0,72,0,100,0,750
"Ran–Automobile KFZ-Vermittlung, Inh. Rauf Muradov",10,Small_buyer,4,8,7,195,2008,179218,5752,10,60,30,50,50,0,125
"ViVa AUTOMOBILI, ALEN ČATIĆ",2,Small_buyer,1,9,4,129,2013,170341,5574,0,0,100,100,0,0,750
Handelsonderneming NVD,3,Small_buyer,2,2,5,183,2012,162475,10168,66,0,33,0,100,0,1250
"REVITON, s.r.o.",1,Small_buyer,1,7,4,190,2017,130356,16800,100,0,0,100,0,0,125
CAR FOR YOU SRL,5,Small_buyer,3,6,8,133,2017,45201,19958,0,20,80,60,40,0,375
AUTOMOBILI VENDRAMINI S.R.L.,35,Medium_buyer,7,1,10,115,2014,82610,9590,8,8,82,42,57,0,750
B'EST AUTO,3,Small_buyer,2,6,6,196,2016,91525,15102,66,0,33,66,33,0,-1500
Point500 GmbH,5,Small_buyer,3,7,5,85,2011,117564,5238,0,0,100,0,100,0,375
Fudd Finans AB import - Mpresiv AB,4,Small_buyer,2,10,9,383,2021,13815,52262,0,100,0,0,0,100,1500
JFA Motors,35,Medium_buyer,7,4,9,102,2008,84411,4778,2,14,82,0,100,0,750
GARAGE DESMET DIRK,1,Small_buyer,1,10,5,150,2018,19559,23341,100,0,0,0,100,0,750
Vitalii Kisil private entrepreneur,1,Small_buyer,1,5,2,110,2011,277021,2066,0,0,100,100,0,0,750
AUTO OKLAJ D.O.O.,5,Small_buyer,3,9,5,104,2010,141585,5100,0,0,100,60,40,0,375
WELTHAUS SEVILLA SL,3,Small_buyer,2,10,6,115,2007,170434,14951,0,0,100,100,0,0,750
BARCELONA TRADES & COMUNICATIONS SL,2,Small_buyer,1,6,5,146,2016,138004,12208,0,0,100,100,0,0,-750
TOHA Automobil Vertriebs GmbH,5,Small_buyer,3,8,9,192,2015,110265,20108,20,40,40,40,60,0,750
PW-CARS PIOTR GAMOŃ,4,Small_buyer,2,10,4,163,2005,191117,4499,25,25,50,25,75,0,750
Garagebedrijf W. Bouman B.V.,49,Medium_buyer,8,4,12,164,2017,60054,24025,57,28,14,0,95,4,1250
"AutoKontor, Inh. Conrad Peter Schmidt",4,Small_buyer,2,3,3,111,2005,138432,1565,0,0,100,0,100,0,375
"Automobile.A.Pennisi, Inh. Alfio Pennisi",1,Small_buyer,1,10,5,258,2015,66379,23745,0,100,0,100,0,0,-1500
LUNI-CARS GRZEGORZ ŁUNIEWSKI,10,Small_buyer,4,1,3,77,2006,199762,671,0,0,100,0,100,0,375
BIELECKI TRANSPORT Rafał Bielecki,1,Small_buyer,1,9,4,135,2016,111676,12700,0,0,100,0,100,0,375
ML ŠARIĆ D.O.O.,2,Small_buyer,1,5,5,120,2015,158668,10723,0,0,100,100,0,0,750
ALMOST SUMMER - GESTÃO E INVESTIMENTOS UNIPESSOAL LDA,11,Small_buyer,4,7,8,111,2012,155200,7272,0,18,81,54,45,0,1250
EPISODIO TOLERANTE UNIPESSOAL LDA,2,Small_buyer,1,8,4,203,2009,245026,8545,0,50,50,50,50,0,375
ZMAVTO ZDENKO MEGLIČ S.P,5,Small_buyer,3,8,5,113,2010,212536,4985,0,20,80,60,40,0,750
GIANNOPOYLOS XARALAMPOS MONOPROSOPI ETAIREIA PERIORISMENIS EYTHYNIS||PREGIO MONOPROSOPI EPE,1,Small_buyer,1,10,2,90,2011,199540,2583,0,0,100,100,0,0,375
Urim Guri Automobile e.K.,1,Small_buyer,1,9,3,122,2011,108678,6246,100,0,0,0,100,0,375
GROUPE PASSION AUTOMOBILES - SASU BGA MOTORS,8,Small_buyer,3,6,9,183,2017,49463,24075,50,12,37,37,50,12,750
"Hc Automobile, Inh. Christoph Horras",101,Top_buyer,9,1,10,104,2007,67422,4607,12,47,39,0,100,0,750
NI-GA-RI Autohandelsgesellschaft mbH,1,Small_buyer,1,9,5,150,2020,9821,20219,0,0,100,0,100,0,1250
"Brumm Autohandel, Inh. Marina Brumm",1,Small_buyer,1,10,2,113,2005,104773,2689,0,0,100,100,0,0,375
Vladimír Grasser,2,Small_buyer,1,7,2,162,2004,271890,2118,0,50,50,100,0,0,375
LŐRINCI AUTÓPARK KFT,4,Small_buyer,2,6,4,142,2009,165801,3118,0,0,100,0,100,0,375
"AUTO-HÜBNER, Inh. Andreas Hübner",1,Small_buyer,1,5,3,90,2018,26095,8850,0,0,100,0,100,0,375
KEVIN INTERNATIONAL SRL,2,Small_buyer,1,10,5,152,2014,151310,15762,0,100,0,50,50,0,1250
Mahmoud Ali El-Noumeiri,3,Small_buyer,2,10,5,135,2015,233002,6942,0,0,100,100,0,0,750
Autohaus Coester GmbH,1,Small_buyer,1,7,4,160,2020,5312,19932,0,0,100,0,100,0,1250
"Ralph Höhn Car Service, Inh. Ralph Höhn",2,Small_buyer,1,9,3,62,2011,92717,3002,0,0,100,0,100,0,375
CENTRO Business s. r. o.,11,Small_buyer,4,6,9,215,2016,104085,22435,9,90,0,90,9,0,750
Kronemeyer Autohaus GmbH,2,Small_buyer,1,8,5,115,2016,62759,12484,0,0,100,0,100,0,750
Autoglas van der Burg,1,Small_buyer,1,10,3,70,2014,26818,5749,0,0,100,0,100,0,750
HAMZA MOTORS DOOEL Skopje,3,Small_buyer,2,6,2,91,2008,219232,1397,0,0,100,66,33,0,375
AutomotiveHome,4,Small_buyer,2,5,6,218,2011,194925,9554,50,25,25,0,100,0,750
LM AUTO,1,Small_buyer,1,6,2,75,2013,51042,3472,0,0,100,0,100,0,750
Auto-Trans Robert Rączkowiak,4,Small_buyer,2,9,3,126,2007,199995,1782,0,25,75,25,75,0,375
"Denial's Autowelt, Inh. Denial Durakovic",2,Small_buyer,1,10,2,96,2009,215172,1248,0,0,100,0,100,0,125
AUTODOC S.R.L.,4,Small_buyer,2,9,7,113,2017,35874,16127,25,0,75,0,100,0,750
AUTO DASCĂLU S.R.L.,11,Small_buyer,4,4,6,121,2008,226895,3343,0,0,100,90,9,0,375
Szembeszél Kft.,19,Medium_buyer,5,6,5,123,2006,264873,1794,5,5,89,57,42,0,375
JOSEFA AYLLON LOPEZ,1,Small_buyer,1,1,2,143,2011,146148,3315,0,0,100,0,100,0,375
NV GARAGE-CARROSSERIE CASIER EN ZONEN,15,Medium_buyer,5,6,9,119,2014,55397,12726,0,40,60,0,86,13,750
TRAUMWAGEN CMC GmbH & Co. KG,3,Small_buyer,2,7,9,450,2019,31783,42073,0,100,0,0,100,0,1500
Autohaus Vollmari GmbH,7,Small_buyer,3,4,8,115,2017,50940,13912,0,14,85,0,100,0,750
NH Trading B.V.,4,Small_buyer,2,8,8,184,2018,45534,22050,25,50,25,0,100,0,750
Nors Auto A/S,1,Small_buyer,1,10,7,441,2021,22666,53975,0,100,0,0,0,100,1500
FHU AUTO-MAR GRZEGORZ KRASZEWSKI,1,Small_buyer,1,10,2,90,2010,112040,3982,0,0,100,0,100,0,125
Savaria Autóház Korlátolt Felelősségű Társaság,6,Small_buyer,3,10,9,157,2017,57692,27841,16,16,66,66,33,0,750
"""STM"" AUTO NAPRAWA JAROSŁAW WASZAK",1,Small_buyer,1,10,2,85,2006,237911,1260,0,0,100,100,0,0,125
Nord-Ostsee Automobile GmbH & Co. KG,71,Top_buyer,9,9,12,181,2018,57082,42381,11,77,11,91,8,0,750
"AS Automobile, Inh. Solaiman Achargui",3,Small_buyer,2,8,4,152,2006,281748,4411,0,0,100,100,0,0,375
BEST AUTO TM IMPORT S.R.L.,6,Small_buyer,3,7,6,150,2011,184774,6874,16,0,83,50,50,0,750
"AUTO PARADIES, Inh. Luciano Lichius",22,Medium_buyer,6,6,6,120,2002,149697,1721,4,36,59,13,86,0,375
EURO TOP IMPORT AUTO SRL,2,Small_buyer,1,8,3,137,2011,149534,4252,0,0,100,50,50,0,375
PEDRO ANTONIO OLIVEIRA DE SOUSA,1,Small_buyer,1,6,3,150,2013,133504,7884,0,0,100,100,0,0,1250
Auto-car centrum s.r.o.,9,Small_buyer,3,8,7,119,2011,123333,7145,0,0,100,0,100,0,750
Auto Nagel Kempen GmbH & Co. KG (Nagel Car Group),1,Small_buyer,1,10,5,163,2019,19377,29839,100,0,0,0,100,0,1500
"Auto FR, Inh. Frank Richter",4,Small_buyer,2,8,6,122,2010,152645,9074,0,0,100,75,25,0,750
ENDURO SRL,2,Small_buyer,1,9,5,130,2016,118541,12217,50,0,50,100,0,0,1250
EV Jansen,3,Small_buyer,2,4,8,102,2018,44782,26837,0,100,0,0,0,100,1500
"A.S Automobile, Inh. Mohamed Danial Ayasch export",1,Small_buyer,1,6,2,105,2003,81420,3274,0,0,100,100,0,0,750
Szczepan Cars Piotr Szczepanek,1,Small_buyer,1,10,3,130,2013,130455,5733,0,0,100,100,0,0,375
"F&K Cars, spol. s r.o.",18,Medium_buyer,5,3,9,149,2010,179196,9803,16,5,77,77,22,0,1250
Auto-Station Leipzig,3,Small_buyer,2,10,4,163,2008,169560,4204,0,33,66,33,66,0,375
SARL AVO SPORT,25,Medium_buyer,6,7,10,245,2011,89995,17489,16,56,28,8,92,0,1250
GERATRANS S.R.L.,1,Small_buyer,1,9,2,125,2011,299927,2472,0,0,100,100,0,0,750
SMG AUTO RIDE SHARING S.R.L.,2,Small_buyer,1,10,5,150,2015,202684,11641,0,50,50,100,0,0,750
SZOFI-AUTÓ KFT,1,Small_buyer,1,9,3,140,2011,232119,5100,0,0,100,100,0,0,375
"irmak-Cars, Inh. Taner Irmak",1,Small_buyer,1,10,2,60,2006,112780,1086,100,0,0,0,100,0,375
"RZ Automobile Zimmermann, Inh. Roland Zimmermann",1,Small_buyer,1,8,2,90,2008,129927,2611,0,0,100,0,100,0,750
Autohaus am Spitzacker GmbH,14,Small_buyer,4,7,9,84,2018,24474,13590,0,7,92,0,100,0,750
Garage Pierre-à-Voir SA,2,Small_buyer,1,10,6,183,2018,93219,21750,50,0,50,50,50,0,750
Avtoserviz Yanev OOD,6,Small_buyer,3,8,4,209,2005,368515,2322,0,83,16,66,33,0,375
DEALER AUTOBIAS BUCUREŞTI S.R.L.,54,Top_buyer,8,1,11,175,2012,192770,10291,16,50,33,87,12,0,1250
"BARABAN INVEST, s.r.o.",9,Small_buyer,3,7,7,166,2013,205591,7482,33,22,44,100,0,0,750
UAB SIMILIT,1,Small_buyer,1,10,6,286,2018,105190,37400,0,100,0,100,0,0,750
Patrik Roman,1,Small_buyer,1,3,4,150,2017,208601,14000,100,0,0,100,0,0,750
Jawad Cars,1,Small_buyer,1,9,3,150,2010,119699,5900,0,0,100,0,100,0,750
SAS JUSTET - GARAGE DE LA PLACE,9,Small_buyer,3,1,9,190,2017,43315,22977,55,22,22,22,55,22,750
Robert Junior KFZ,1,Small_buyer,1,9,3,95,2014,69352,5705,0,100,0,0,100,0,750
"HS Autopark Dresden, Inh. Hisham Samin",24,Medium_buyer,6,1,7,109,2006,162368,2104,0,29,70,12,87,0,375
SASU CNA 06,3,Small_buyer,2,9,6,126,2014,91314,12690,0,0,100,0,100,0,750
"Jelle Talsma Autobedrijven, Tjerk Pol",4,Small_buyer,2,3,9,174,2021,8731,31002,0,100,0,0,0,100,125
Stadauto's,4,Small_buyer,2,9,7,172,2014,70070,16522,75,25,0,0,100,0,-125
EM-HAIR ADAM JABŁOŃSKI,17,Medium_buyer,5,8,4,87,2007,158931,1082,0,5,94,0,100,0,125
Przedsiębiorstwo Usługowo-Handlowe Mariusz Łukasik,3,Small_buyer,2,9,3,139,2009,201917,3285,0,0,100,0,100,0,375
"Auto-Recomax, Inh. Necdat Aldibas",1,Small_buyer,1,5,4,105,2020,103680,14400,0,0,100,100,0,0,1250
Autohaus Weidenweg GmbH,1,Small_buyer,1,10,5,205,2017,52578,29779,0,100,0,100,0,0,1250
SASU IN EX,23,Medium_buyer,6,3,9,117,2011,78942,8074,0,21,78,0,100,0,750
Jaroslav Sakala - SPEKTRA,3,Small_buyer,2,5,4,136,2009,150995,3406,33,33,33,33,66,0,375
GROUPE HESS - S VO CENTER CENTRALE ACHAT - BISCHHEIM - MULTIMARQUES,1,Small_buyer,1,7,4,192,2018,56293,18962,0,100,0,0,100,0,-1500
THOMAS SPORT AUTOMOBILES,1,Small_buyer,1,8,4,182,2017,37242,14520,0,0,100,0,100,0,750
kesteloot mechanics,1,Small_buyer,1,10,2,115,2007,136375,4790,0,0,100,0,100,0,750
Kruck Auto,1,Small_buyer,1,10,2,340,2004,94827,4104,0,100,0,0,100,0,-1500
SMART CENTER S.R.L.,1,Small_buyer,1,10,2,90,2011,178192,4253,0,0,100,100,0,0,750
Lukáš Pech,1,Small_buyer,1,6,3,170,2011,226013,6641,0,0,100,100,0,0,375
"R&D Autowelt, Inh. Dejan Duric",1,Small_buyer,1,9,2,80,2009,71805,3710,0,0,100,0,100,0,750
LUX SEBASTIAN CHROMIŃSKI,4,Small_buyer,2,3,3,105,2007,194057,1925,0,0,100,25,75,0,375
BLN 23 s.r.o.,3,Small_buyer,2,9,2,118,2004,224811,1662,0,0,100,66,33,0,375
VA LOGISTICS OÜ,1,Small_buyer,1,10,4,230,2014,179493,17600,0,100,0,100,0,0,375
IT PREMIUM OÜ,1,Small_buyer,1,10,5,258,2016,192848,24700,0,100,0,100,0,0,750
"EDV-SERVICE Samirae, Inh. Frank Samirae",2,Small_buyer,1,8,2,77,1998,54082,1150,0,50,50,0,100,0,125
Bremerhaven-Süd Bobrink GmbH Bremerhaven Am Lunedeich (Bobrink Gruppe),11,Small_buyer,4,9,10,139,2014,40752,26592,9,45,45,27,45,27,1250
MATZNER AUTOMOBILE SRL,3,Small_buyer,2,4,4,140,2010,227202,3820,100,0,0,100,0,0,375
A.M.Getriebetechnik GmbH,7,Small_buyer,3,1,7,126,2010,162089,8497,0,14,85,100,0,0,1250
Lubomír Geryšer,1,Small_buyer,1,9,4,150,2019,193160,13900,100,0,0,100,0,0,125
LALEGIANNIS SYMEON PANANIS,1,Small_buyer,1,9,2,77,2010,109509,2420,0,0,100,0,100,0,750
ENZO CARS s. r. o.,3,Small_buyer,2,1,4,114,2008,174523,4488,0,0,100,66,33,0,750
AVTOHIŠA ŠKORJANEC D.O.O.,14,Small_buyer,4,8,10,180,2018,45667,24930,21,50,28,42,50,7,375
Autohaus Barth GmbH,5,Small_buyer,3,9,7,126,2016,45013,14275,40,0,60,20,80,0,1250
HENDRICKS AUTO'S VOF,3,Small_buyer,2,4,5,122,2015,169730,8500,33,0,66,33,66,0,375
OMEGA CAR s.r.o.,1,Small_buyer,1,6,4,140,2012,150997,10489,0,0,100,100,0,0,750
FULCERI SILVANO,1,Small_buyer,1,10,4,120,2020,21740,19700,0,0,100,0,100,0,125
JOSE BASILIO SANJUAN VAZQUEZ,1,Small_buyer,1,10,3,122,2013,158447,9001,0,0,100,0,100,0,375
Kashuba Roman individual entrepreneur,16,Medium_buyer,5,3,9,152,2010,267527,6425,0,43,56,100,0,0,750
Mink van den Brink Handelsonderneming,14,Small_buyer,4,6,9,167,2013,84369,13357,50,14,35,0,100,0,1250
"Autoshop Dobrzinski, Inh. Andre Dobrzinski",12,Small_buyer,4,7,7,116,2011,112422,4914,8,0,91,8,91,0,375
Adrian Maciejewski TOP,4,Small_buyer,2,8,5,137,2009,186151,5994,0,25,75,50,25,25,750
"Autohaus-Unvar, Inh. Hayrettin Unvar",3,Small_buyer,2,10,5,153,2013,152309,10134,100,0,0,100,0,0,750
"FIRMA USŁUGOWO HANDLOWA ""Auto Car"" MICHAŁ PAJOR",2,Small_buyer,1,8,2,97,2009,168160,2150,0,0,100,0,100,0,375
"JANELA DA SAÚDE, UNIPESSOAL LDA",5,Small_buyer,3,8,5,85,2014,112963,6909,20,0,80,40,60,0,750
EDUARDO GAUDENCIO RUIZ SANTOS,1,Small_buyer,1,9,4,313,2013,172155,15406,0,100,0,100,0,0,1250
Gærum Auto ApS,2,Small_buyer,1,10,8,269,2020,22843,41862,50,50,0,0,0,100,1500
ETOIL'AUTO,7,Small_buyer,3,7,6,164,2006,100771,6757,0,42,57,0,100,0,375
"Autozentrum Malching, Inh. Miroslaw Grzeskowiak",6,Small_buyer,3,8,3,132,2004,140294,1413,0,33,66,0,100,0,125
HR33 AUTOS OCCASIONS,3,Small_buyer,2,8,2,83,2005,136098,1197,33,0,66,33,66,0,125
KRISS AUTO,4,Small_buyer,2,5,3,98,2006,290011,2343,0,75,25,100,0,0,750
"Pol-KFZ, Inh. Ilkay Polatci",3,Small_buyer,2,10,2,75,2006,160304,1313,0,0,100,0,100,0,375
Autohandel S. Horatio,1,Small_buyer,1,10,1,85,2003,211288,429,0,0,100,0,100,0,125
R. Van Dijk Trading,11,Small_buyer,4,7,9,163,2012,75337,17787,45,54,0,9,90,0,1250
In de Wal Auto’s B.V.,1,Small_buyer,1,10,5,116,2020,15469,22791,0,0,100,0,100,0,1500
"Kai Hausser Automobil-Handel-Vermittlung, Inh. Kai Hausser",2,Small_buyer,1,7,5,148,2014,120730,15179,0,50,50,50,50,0,1250
A.S. CARVALHO & IRMÃOS LDA,1,Small_buyer,1,9,3,125,2015,76518,9359,0,0,100,0,100,0,375
SR-MOTORS Inh. Sven Ribguth,1,Small_buyer,1,7,5,258,2013,196555,22300,0,100,0,100,0,0,750
AUTOCENTAR RAJKOVIĆ d.o.o.,2,Small_buyer,1,10,4,102,2014,122964,5606,0,0,100,0,50,50,375
MERTELJ ALEKSANDER S.P.,1,Small_buyer,1,9,4,115,2019,57972,19400,100,0,0,100,0,0,750
Autohan,1,Small_buyer,1,4,3,285,1995,99475,6500,0,100,0,0,100,0,750
VDFAST SRL,35,Medium_buyer,7,1,9,127,2011,233466,5747,17,0,82,82,17,0,750
LS GROUP - VOLVO DEFRANCE AUTOMOBILES - RENNES,2,Small_buyer,1,9,8,341,2020,16642,42344,0,100,0,0,0,100,-125
AVTO SLAK D.O.O.,12,Small_buyer,4,9,9,176,2017,122423,18034,75,8,16,91,8,0,750
LE HANGAR DE L AUTOMOBILE,3,Small_buyer,2,3,6,202,2013,93823,16419,0,66,33,0,100,0,1250
"Car-Center Heublein, Inh. Bernd Heublein",24,Medium_buyer,6,5,9,99,2015,51418,9243,12,8,79,4,95,0,375
"AUTO-PARTNER-ROMBERG, Inh. Sebastian Romberg",10,Small_buyer,4,8,9,152,2016,66305,22418,10,50,40,50,30,20,750
"KFZ-Meyer, Inh. Klaus Meyer",2,Small_buyer,1,6,4,64,2014,30346,8742,0,50,50,0,50,50,750
RAFAŁ MARCINEK,2,Small_buyer,1,10,2,170,2004,263025,2040,0,0,100,0,100,0,375
Libor Vyvial,14,Small_buyer,4,4,9,127,2013,140551,7387,28,7,64,35,57,7,375
1 OF 1 CARS,2,Small_buyer,1,5,5,229,2012,163654,10789,50,50,0,0,100,0,1250
"UAB BALTIC MOTOR TRADE, Justinas Kasciuska",9,Small_buyer,3,6,4,152,2002,296172,1379,11,55,33,77,22,0,125
PAULO CUNHA GONÇALVES - COMERCIO AUTOMOVEIS UNIPESSOAL LDA,5,Small_buyer,3,8,5,94,2013,126415,5693,20,0,80,40,60,0,375
PETRINJA AUTO D.O.O.,1,Small_buyer,1,7,3,115,2015,164292,8322,0,0,100,100,0,0,750
"MATEUSZ SOBIECH ""SOBIE-TRANS""",1,Small_buyer,1,9,4,218,2015,159522,18173,100,0,0,100,0,0,750
NASTASE CARS S.R.L.,2,Small_buyer,1,9,3,110,2010,221534,3431,0,0,100,100,0,0,750
Fx-Automobile Kereskedelmi és Szolgáltató Kft.,2,Small_buyer,1,10,2,117,2005,228466,1895,0,0,100,0,100,0,375
SASU AUTOS R,1,Small_buyer,1,6,3,220,2007,165914,8200,0,100,0,0,100,0,375
GTS - GARANTIA AUTOMÓVEL LDA,1,Small_buyer,1,3,2,95,2007,120338,2182,0,0,100,0,100,0,375
Gåsetårn Motors A/S,4,Small_buyer,2,10,9,286,2020,26791,45246,25,75,0,0,0,100,1500
PASCHALIS CHRISTOS KONSTANTINOS,2,Small_buyer,1,5,4,70,2015,71555,7780,0,0,100,0,100,0,750
UTB Sport & Tourenwagen GmbH & Co. KG,6,Small_buyer,3,4,11,315,2014,30470,88328,50,50,0,16,50,33,1500
S.C. BRADY TRADE S.R.L.,2,Small_buyer,1,8,6,204,2019,118173,24937,100,0,0,50,0,50,1500
Peter Ziegler,1,Small_buyer,1,8,4,135,2018,61791,15100,0,0,100,0,100,0,125
Boom occasion center BV,5,Small_buyer,3,2,9,178,2017,77428,22032,100,0,0,0,100,0,1250
OEIRASCAR OCRS LDA,6,Small_buyer,3,9,5,97,2010,111610,3951,0,0,100,0,100,0,375
GROUPE GUEUDET - SAGAS - SENLIS - NISSAN,5,Small_buyer,3,8,9,174,2017,46636,21189,60,0,40,0,80,20,750
CLEANING COMPANY SERVICE,1,Small_buyer,1,9,2,177,2009,224112,3764,0,0,100,100,0,0,750
Michal Kučera,1,Small_buyer,1,8,2,100,2002,193083,1637,0,0,100,100,0,0,375
Beata Kolenda,19,Medium_buyer,5,1,6,104,2008,180059,2363,5,10,84,15,84,0,375
"Automobile Seel, Inh. Johannes Seel",17,Medium_buyer,5,1,9,210,2010,137170,13172,5,76,17,88,11,0,1250
"Öko Mobile Nigliazzo G. H., Inh. Giovanni Nigliazzo",1,Small_buyer,1,9,2,75,2012,118365,2288,0,0,100,100,0,0,-375
Mariusz Ludwiczak IPPON,6,Small_buyer,3,8,7,135,2014,107491,9185,0,16,83,0,100,0,375
"Auto-Park-Misburg, Inh. Walid Khesraw",33,Medium_buyer,7,5,7,107,2005,146728,1579,0,6,93,15,84,0,375
Thomas Autotechniek BV,1,Small_buyer,1,1,4,90,2018,69963,11023,0,0,100,0,100,0,1250
Auto-Kehä Oy,6,Small_buyer,3,7,10,322,2020,16890,42816,33,66,0,0,0,100,1250
CCB Auto's,2,Small_buyer,1,8,3,107,2009,121599,3187,0,0,100,0,100,0,750
"Nedkov Cars, Steliyan Nedkov",9,Small_buyer,3,9,4,96,2005,119337,2046,0,11,88,0,100,0,125
CS Motors,4,Small_buyer,2,10,7,163,2015,85916,12789,0,25,75,25,75,0,750
ASL Auto-Service Lichtblau GmbH,3,Small_buyer,2,7,7,186,2018,57410,18950,33,0,66,0,100,0,750
Azur Mobil Kft,3,Small_buyer,2,9,4,124,2009,172032,3994,0,33,66,0,100,0,750
GASTRO-CONSULT TANÁCSADÓ Kereskedelmi Szolgáltató Korlátolt Felelősségű Társaság,1,Small_buyer,1,7,7,265,2021,7980,56684,0,100,0,0,0,100,1250
GTWR MOTORS S.R.L.S.,4,Small_buyer,2,7,7,155,2012,77509,14990,0,0,100,50,50,0,750
primo cars 77,1,Small_buyer,1,4,1,90,2004,191432,902,0,0,100,0,100,0,375
TAREFA SECULAR - LDA,1,Small_buyer,1,10,2,75,2009,103288,3294,0,0,100,0,100,0,750
"Kfz.Handel Haas, Inh. Elena Haas",1,Small_buyer,1,10,4,150,2018,103029,15351,100,0,0,100,0,0,750
EVAUTO SIA,1,Small_buyer,1,7,2,135,2014,269506,2967,0,0,100,100,0,0,750
MR Skoda Automobile,1,Small_buyer,1,10,3,90,2016,19717,9299,0,0,100,0,100,0,375
FUNK KOMERS OOD,1,Small_buyer,1,9,2,190,2007,342928,2020,0,100,0,100,0,0,125
SASU MIL AUTO,7,Small_buyer,3,6,8,147,2008,120311,12384,14,28,57,28,71,0,-750
Auto Bukovský s.r.o.,1,Small_buyer,1,9,1,160,2001,139822,600,0,0,100,0,100,0,375
Auto Trejd Servis DOOEL uvoz-izvoz Skopje,1,Small_buyer,1,6,2,105,2010,201353,2834,0,0,100,100,0,0,375
