id,price_cluster,make,model,subtype,outside_color,mileage_cluster,hp_cluster,built_year,fueltype,geartype,body_type,upholstery,fuel_cluster,time_sell
PA67135,price_20_25k,Toyota,Prius,1.8,White,40-50k,horsepower_100_150hp,2019,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_1_,sold_65_80d
TL23924,price_10_15k,Volkswagen,Golf VII Sportsvan,1.6 TDI,Orange,40-50k,horsepower_100_150hp,2015,Diesel,Gear type manual,Van,Stoff,fuel_consumption_1_,sold_25_35d
NE32798,price_20_25k,Ford,Mondeo,2.0 TDCi,Black,50-60k,horsepower_150_200hp,2017,Diesel,Gear type automatic,Kombi,Teilleder,fuel_consumption_2_,sold_15_25d
GT56486,price_15_20k,Skoda,Octavia,2.0 TDI,Gray,100k+,horsepower_100_150hp,2018,Diesel,Gear type automatic,Kombi,Stoff,fuel_consumption_2_,sold_25_35d
EL18138,price_15_20k,BMW,1er,118i,White,80-90k,horsepower_100_150hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
WH69885,price_0_10k,Mitsubishi,Space Star,1.0,Brown,0-10k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_25_35d
TN26697,price_0_10k,Smart,fortwo,1.0,Black,70-80k,horsepower_0_100hp,2013,Benzin,Gear type automatic,Coupe,Stoff,fuel_consumption_1_,sold_0-7d
AJ78399,price_10_15k,Volkswagen,Golf VII,1.0 TSI,White,30-40k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_50_65d
WB10369,price_0_10k,Smart,fortwo,1.0,Gray,40-50k,horsepower_0_100hp,2014,Benzin,Gear type automatic,Coupe,Stoff,fuel_consumption_1_,sold_65_80d
SP58559,price_15_20k,Volkswagen,Golf VII Sportsvan,1.2 TSI,Gray,50-60k,horsepower_100_150hp,2017,Benzin,Gear type manual,Van,Stoff,fuel_consumption_2_,sold_0-7d
GV50567,price_10_15k,Hyundai,ix35,1.6,White,30-40k,horsepower_100_150hp,2015,Benzin,Gear type manual,SUV,Teilleder,fuel_consumption_4_,sold_7_15d
MB53888,price_10_15k,Suzuki,Vitara,1.6,Black,70-80k,horsepower_100_150hp,2016,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_2_,sold_50_65d
DJ17482,price_10_15k,Peugeot,2008,1.2 e-THP,Gray,80-90k,horsepower_100_150hp,2015,Benzin,Gear type manual,SUV,Teilleder,fuel_consumption_2_,sold_35_50d
JY19584,price_20_25k,Seat,Ateca,1.5 TSI,White,40-50k,horsepower_100_150hp,2018,Benzin,Gear type automatic,SUV,Alcantara,fuel_consumption_3_,sold_0-7d
NX33046,price_10_15k,MINI,MINI,One,Gray,60-70k,horsepower_0_100hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
VE45757,price_20_25k,Ford,Mondeo,2.0 EcoBoost SCTi,Gray,70-80k,horsepower_200_250hp,2018,Benzin,Gear type automatic,Kombi,Stoff,fuel_consumption_4_,sold_35_50d
GW26391,price_15_20k,Audi,A4,2.0 TDI,Silver,100k+,horsepower_150_200hp,2014,Diesel,Gear type automatic,Kombi,Stoff,fuel_consumption_2_,sold_25_35d
FT86527,price_15_20k,Ford,Fiesta,1.0 EcoBoost,Black,20-30k,horsepower_0_100hp,2020,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_65_80d
NS82566,price_15_20k,BMW,1er,118i,Blue,40-50k,horsepower_100_150hp,2017,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_2_,sold_25_35d
EG08925,price_25_30k,Mercedes-Benz,B-Klasse,B 180,Blue,0-10k,horsepower_100_150hp,2019,Benzin,Gear type automatic,Van,Teilleder,fuel_consumption_2_,sold_15_25d
FV38052,price_20_25k,Mercedes-Benz,A-Klasse,A 250,Black,90-100k,horsepower_200_250hp,2013,Benzin,Gear type automatic,Limousine,Alcantara,fuel_consumption_3_,sold_over100d_
NG29748,price_15_20k,Renault,Kadjar,1.2 TCe Energy,Gold,30-40k,horsepower_100_150hp,2015,Benzin,Gear type manual,SUV,Teilleder,fuel_consumption_3_,sold_15_25d
AW48512,price_10_15k,Volkswagen,Golf VII,1.2 TSI,Blue,100k+,horsepower_0_100hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
NP95067,price_10_15k,Skoda,Fabia,1.0 TSI,White,40-50k,horsepower_0_100hp,2018,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_1_,sold_7_15d
XT97246,price_0_10k,Nissan,Micra,1.2,Silver,50-60k,horsepower_0_100hp,2012,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_25_35d
GN09389,price_15_20k,Opel,Crossland X,1.2,Red,20-30k,horsepower_100_150hp,2017,Benzin,Gear type manual,SUV,Teilleder,fuel_consumption_2_,sold_35_50d
PJ90511,price_25_30k,Mazda,CX-30,2.0,Gray,0-10k,horsepower_150_200hp,2020,Benzin,Gear type manual,SUV,Leder,fuel_consumption_2_,sold_over100d_
WY71167,price_0_10k,Dacia,Sandero II,1.5 dCi,White,60-70k,horsepower_0_100hp,2015,Diesel,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_0-7d
ML37058,price_15_20k,Mercedes-Benz,GLA-Klasse,GLA 200,Brown,90-100k,horsepower_150_200hp,2015,Benzin,Gear type manual,SUV,Teilleder,fuel_consumption_3_,sold_50_65d
AY82152,price_15_20k,Kia,cee'd,1.4 TGDI,White,30-40k,horsepower_100_150hp,2020,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_3_,sold_35_50d
AA27028,price_20_25k,Volkswagen,T-Cross,1.0 TSI,Black,10-20k,horsepower_100_150hp,2019,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_2_,sold_over100d_
BL57162,price_0_10k,Opel,Corsa,1.2,Yellow,70-80k,horsepower_0_100hp,2014,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_7_15d
AC62804,price_20_25k,Mazda,CX-3,2.0,Gray,0-10k,horsepower_100_150hp,2019,Benzin,Gear type automatic,SUV,Leder,fuel_consumption_4_,sold_0-7d
PN74651,price_10_15k,Fiat,500,1.2,Black,30-40k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Teilleder,fuel_consumption_2_,sold_15_25d
GA66539,price_0_10k,Nissan,Micra,1.2,Blue,0-10k,horsepower_0_100hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_7_15d
CR26552,price_25_30k,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 250,Blue,30-40k,horsepower_200_250hp,2017,Benzin,Gear type automatic,Kombi,Teilleder,fuel_consumption_3_,sold_50_65d
LF51140,price_25_30k,Skoda,Octavia,1.5 TSI ACT,Gray,10-20k,horsepower_100_150hp,2020,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_2_,sold_35_50d
DU84511,price_25_30k,BMW,X6,M50d,Gray,100k+,horsepower_over250hp,2012,Diesel,Gear type automatic,SUV,Alcantara,fuel_consumption_4_,sold_0-7d
JP77724,price_15_20k,Audi,A3 Limousine,2.0 TDI,Blue,50-60k,horsepower_100_150hp,2014,Diesel,Gear type automatic,Limousine,Teilleder,fuel_consumption_1_,sold_80_100d
UR44370,price_15_20k,Ford,Kuga,2.0 TDCi,White,80-90k,horsepower_100_150hp,2015,Diesel,Gear type automatic,SUV,Leder,fuel_consumption_2_,sold_35_50d
AM18035,price_10_15k,Kia,cee'd,1.6 GDI,Gray,40-50k,horsepower_100_150hp,2015,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_3_,sold_15_25d
AL50205,price_15_20k,Audi,Q3,2.0 TDI,Black,90-100k,horsepower_100_150hp,2013,Diesel,Gear type automatic,SUV,Stoff,fuel_consumption_3_,sold_35_50d
MZ61858,price_10_15k,Volkswagen,Polo,1.0,Gray,50-60k,horsepower_0_100hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_15_25d
ZS00785,price_10_15k,Hyundai,i10,1.0,Gray,20-30k,horsepower_0_100hp,2019,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_3_,sold_0-7d
RZ54842,price_20_25k,Peugeot,3008,1.2 e-THP,White,30-40k,horsepower_100_150hp,2019,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_2_,sold_50_65d
WJ57989,price_15_20k,Audi,A3,2.0 TDI,Gray,60-70k,horsepower_100_150hp,2014,Diesel,Gear type manual,Limousine,Teilleder,fuel_consumption_2_,sold_7_15d
NF48762,price_15_20k,Kia,Sportage,1.6 GDI,Gray,10-20k,horsepower_100_150hp,2018,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_4_,sold_65_80d
TF09049,price_15_20k,Seat,Leon,1.4 TSI,Red,100k+,horsepower_100_150hp,2017,Benzin,Gear type manual,Limousine,Teilleder,fuel_consumption_2_,sold_50_65d
KB20292,price_10_15k,Volkswagen,Touran,1.4 TSI,Green,100k+,horsepower_100_150hp,2015,Benzin,Gear type manual,Van,Stoff,fuel_consumption_4_,sold_0-7d
NA33928,price_10_15k,Smart,fortwo,1.0,Gray,30-40k,horsepower_0_100hp,2018,Benzin,Gear type automatic,Coupe,Stoff,fuel_consumption_1_,sold_0-7d
GU09556,price_25_30k,Land Rover,Discovery Sport,2.0 Turbo,Black,60-70k,horsepower_200_250hp,2015,Benzin,Gear type automatic,SUV,Leder,fuel_consumption_4_,sold_7_15d
ML72155,price_10_15k,Mazda,3,1.5 Diesel,Black,80-90k,horsepower_100_150hp,2016,Diesel,Gear type manual,Limousine,Teilleder,fuel_consumption_1_,sold_15_25d
SX89059,price_10_15k,Opel,Corsa,1.4,Gray,50-60k,horsepower_0_100hp,2016,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
VK63524,price_15_20k,Volkswagen,Touran,1.4 TSI,Black,100k+,horsepower_100_150hp,2015,Benzin,Gear type automatic,Van,Stoff,fuel_consumption_2_,sold_7_15d
WH60914,price_15_20k,Nissan,Qashqai,1.2,Silver,70-80k,horsepower_100_150hp,2015,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_3_,sold_0-7d
VZ50492,price_25_30k,MINI,Cabrio,Cooper S,Gray,30-40k,horsepower_150_200hp,2017,Benzin,Gear type automatic,Cabrio,Leder,fuel_consumption_3_,sold_50_65d
UF56991,price_10_15k,Audi,A1,1.0 TFSI,Black,70-80k,horsepower_0_100hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_25_35d
US95844,price_25_30k,BMW,4er,435d Gran Coupé,Black,70-80k,horsepower_over250hp,2014,Diesel,Gear type automatic,Coupe,Leder,fuel_consumption_3_,sold_25_35d
XP04512,price_15_20k,Volkswagen,Passat,1.4 TSI,Silver,90-100k,horsepower_100_150hp,2017,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_2_,sold_35_50d
TV56427,price_25_30k,BMW,3er,330d GT,White,90-100k,horsepower_over250hp,2016,Diesel,Gear type automatic,Limousine,Leder,fuel_consumption_2_,sold_25_35d
UE04706,price_0_10k,Skoda,Fabia,1.2,Blue,100k+,horsepower_0_100hp,2013,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
ZE07480,price_20_25k,Subaru,Levorg,1.6,Gray,30-40k,horsepower_150_200hp,2016,Benzin,Gear type automatic,Kombi,Leder,fuel_consumption_4_,sold_25_35d
UN38312,price_10_15k,Skoda,Fabia,1.0 TSI,Gray,40-50k,horsepower_0_100hp,2017,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_1_,sold_0-7d
WC23567,price_15_20k,Mitsubishi,ASX,1.6,Gray,20-30k,horsepower_100_150hp,2017,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_3_,sold_65_80d
RB12695,price_0_10k,Dacia,Sandero II,1.5 dCi,Black,90-100k,horsepower_0_100hp,2016,Diesel,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_15_25d
LE74188,price_over30k,Mercedes-Benz,GLC-Klasse,GLC 250,White,90-100k,horsepower_200_250hp,2016,Diesel,Gear type automatic,SUV,Alcantara,fuel_consumption_2_,sold_15_25d
VR48342,price_10_15k,Ford,Tourneo,1.0 EcoBoost,Blue,70-80k,horsepower_0_100hp,2017,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_2_,sold_7_15d
JL52788,price_0_10k,Ford,Fiesta,1.25,Silver,30-40k,horsepower_0_100hp,2014,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_7_15d
DE07743,price_10_15k,Opel,Adam,1.4 Turbo,Gray,60-70k,horsepower_100_150hp,2015,Benzin,Gear type manual,Limousine,Leder,fuel_consumption_3_,sold_7_15d
RL13708,price_15_20k,MINI,Clubman,One D,Gray,70-80k,horsepower_100_150hp,2018,Diesel,Gear type manual,Kombi,Stoff,fuel_consumption_1_,sold_35_50d
DE12371,price_25_30k,Seat,Leon,1.5 eTSI ACT,Gray,20-30k,horsepower_100_150hp,2020,Benzin,Gear type automatic,Kombi,Stoff,fuel_consumption_2_,sold_0-7d
VF72260,price_10_15k,Ford,Fiesta,1.0 EcoBoost,Blue,70-80k,horsepower_0_100hp,2015,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_2_,sold_25_35d
MM09681,price_15_20k,Toyota,Yaris,1.5 Hybrid,Blue,10-20k,horsepower_0_100hp,2017,Hybrid,Gear type automatic,Limousine,Stoff,fuel_consumption_1_,sold_0-7d
WR28450,price_15_20k,Audi,A1,1.0 TFSI,Blue,70-80k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_25_35d
UP36919,price_15_20k,Mazda,CX-3,2.0,Gray,50-60k,horsepower_100_150hp,2016,Benzin,Gear type manual,SUV,Teilleder,fuel_consumption_3_,sold_15_25d
XT68766,price_10_15k,Volkswagen,Golf VII,1.4 TSI,Gray,100k+,horsepower_100_150hp,2012,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_2_,sold_7_15d
LF05369,price_15_20k,Volkswagen,Golf VII,1.0 TSI,Gray,100k+,horsepower_100_150hp,2017,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_2_,sold_25_35d
PR03071,price_over30k,Seat,Alhambra,2.0 TDI,Blue,60-70k,horsepower_150_200hp,2019,Diesel,Gear type automatic,Van,Leder,fuel_consumption_3_,sold_65_80d
NU32749,price_10_15k,Smart,fortwo,1.0,Silver,30-40k,horsepower_0_100hp,2016,Benzin,Gear type automatic,Coupe,Stoff,fuel_consumption_1_,sold_80_100d
TA60950,price_25_30k,Ford,S-Max,2.0 EcoBlue,Gray,60-70k,horsepower_100_150hp,2018,Diesel,Gear type automatic,Van,Stoff,fuel_consumption_2_,sold_50_65d
AY95767,price_over30k,Volkswagen,T6 Multivan,2.0 TDI,Gray,30-40k,horsepower_150_200hp,2018,Diesel,Gear type automatic,Bus,Alcantara,fuel_consumption_4_,sold_0-7d
UY67391,price_15_20k,Ford,Focus,1.0 EcoBoost,Gray,30-40k,horsepower_100_150hp,2018,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_2_,sold_50_65d
TX34211,price_10_15k,Mazda,CX-5,2.2 Turbodiesel,Red,90-100k,horsepower_100_150hp,2015,Diesel,Gear type manual,SUV,Stoff,fuel_consumption_2_,sold_0-7d
DT47557,price_20_25k,Ford,Kuga,1.5 EcoBoost,Black,50-60k,horsepower_150_200hp,2016,Benzin,Gear type automatic,SUV,Alcantara,fuel_consumption_4_,sold_65_80d
JC21222,price_0_10k,Ford,Focus,1.0 EcoBoost,White,100k+,horsepower_0_100hp,2014,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
EX97767,price_25_30k,Mercedes-Benz,C-Klasse,C 180 CGI,Silver,30-40k,horsepower_150_200hp,2019,Benzin,Gear type automatic,Kombi,Teilleder,fuel_consumption_3_,sold_25_35d
VM57433,price_10_15k,BMW,1er,118i,Red,70-80k,horsepower_150_200hp,2013,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_3_,sold_0-7d
ZV95909,price_10_15k,Fiat,Panda,1.0 Mild-Hybrid,White,0-10k,horsepower_0_100hp,2021,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_35_50d
FN00805,price_10_15k,Ford,B-Max,1.0 EcoBoost,Blue,10-20k,horsepower_100_150hp,2016,Benzin,Gear type manual,Van,Stoff,fuel_consumption_2_,sold_35_50d
JH43345,price_20_25k,Volkswagen,T-Roc,2.0 TSI,Black,50-60k,horsepower_150_200hp,2018,Benzin,Gear type automatic,SUV,Teilleder,fuel_consumption_4_,sold_0-7d
UR14934,price_15_20k,Volkswagen,Golf VII,2.0 TDI,Black,40-50k,horsepower_100_150hp,2016,Diesel,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_25_35d
AE60939,price_10_15k,Dacia,Sandero II,0.9 TCe,Blue,20-30k,horsepower_0_100hp,2016,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_7_15d
AJ26201,price_over30k,BMW,4er,430d Gran Coupé,White,50-60k,horsepower_over250hp,2018,Diesel,Gear type automatic,Coupe,Alcantara,fuel_consumption_2_,sold_25_35d
BV81076,price_10_15k,Mitsubishi,Space,1.2,Blue,20-30k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_65_80d
FV35185,price_15_20k,Nissan,X-Trail,1.6 dCi,White,60-70k,horsepower_100_150hp,2017,Diesel,Gear type automatic,SUV,Stoff,fuel_consumption_2_,sold_0-7d
VB22449,price_20_25k,Volkswagen,Golf VII,2.0 TDI,Gray,60-70k,horsepower_150_200hp,2015,Diesel,Gear type automatic,Kombi,Teilleder,fuel_consumption_2_,sold_0-7d
MS06007,price_15_20k,Seat,Ibiza,1.6 TDI,White,80-90k,horsepower_0_100hp,2018,Diesel,Gear type automatic,Limousine,Stoff,fuel_consumption_1_,sold_7_15d
KR45000,price_20_25k,Audi,A1,30 TFSI,Blue,20-30k,horsepower_100_150hp,2019,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_2_,sold_over100d_
LL03851,price_over30k,Citroen,Jumpy,2.0 Blue-HDi,Gray,70-80k,horsepower_150_200hp,2018,Diesel,Gear type automatic,Bus,Stoff,fuel_consumption_3_,sold_25_35d
UJ64834,price_15_20k,Dacia,Duster II,1.3 TCe,Blue,0-10k,horsepower_100_150hp,2020,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_3_,sold_35_50d
AK15317,price_20_25k,Skoda,Karoq,1.5 TSI,Blue,20-30k,horsepower_100_150hp,2019,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_2_,sold_35_50d
MH51695,price_20_25k,BMW,3er,320d GT,Black,100k+,horsepower_150_200hp,2017,Diesel,Gear type automatic,Limousine,Stoff,fuel_consumption_1_,sold_15_25d
NG99639,price_25_30k,Peugeot,5008,1.6,Gray,40-50k,horsepower_150_200hp,2018,Benzin,Gear type automatic,SUV,Leder,fuel_consumption_3_,sold_7_15d
AC69497,price_0_10k,Opel,Corsa,1.4,Silver,70-80k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
DU19753,price_0_10k,Opel,Adam,1.4,Purple,70-80k,horsepower_0_100hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
EP95295,price_20_25k,Volkswagen,T-Roc,1.6 TDI,Orange,70-80k,horsepower_100_150hp,2019,Diesel,Gear type manual,SUV,Stoff,fuel_consumption_1_,sold_35_50d
FC53447,price_20_25k,Kia,pro_cee'd,1.6 TGDI,Gray,40-50k,horsepower_200_250hp,2019,Benzin,Gear type manual,Coupe,Alcantara,fuel_consumption_4_,sold_80_100d
AG36531,price_15_20k,BMW,2er,218d Active Tourer,Gray,90-100k,horsepower_100_150hp,2015,Diesel,Gear type automatic,Van,Leder,fuel_consumption_1_,sold_0-7d
ZV27410,price_15_20k,Mazda,3,2.0,White,40-50k,horsepower_100_150hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_25_35d
AL56176,price_0_10k,Smart,fortwo,1.0,Black,40-50k,horsepower_0_100hp,2016,Benzin,Gear type manual,Coupe,Stoff,fuel_consumption_1_,sold_25_35d
LP25951,price_15_20k,Volkswagen,Golf VII,1.0 TSI,White,50-60k,horsepower_100_150hp,2017,Benzin,Gear type automatic,Kombi,Stoff,fuel_consumption_2_,sold_25_35d
JN96368,price_15_20k,Volkswagen,Passat,1.6 TDI,Black,80-90k,horsepower_100_150hp,2016,Diesel,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_35_50d
LF77624,price_20_25k,Mercedes-Benz,CLA-Klasse,CLA 200,White,90-100k,horsepower_150_200hp,2015,Benzin,Gear type automatic,Limousine,Teilleder,fuel_consumption_2_,sold_0-7d
MD30865,price_15_20k,Kia,Optima,1.7 CRDi,Gray,70-80k,horsepower_100_150hp,2015,Diesel,Gear type automatic,Limousine,Leder,fuel_consumption_1_,sold_0-7d
FM86562,price_10_15k,Opel,Corsa,1.4,Gray,30-40k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_3_,sold_7_15d
UV68260,price_15_20k,BMW,2er,218d Gran Tourer,Gray,80-90k,horsepower_100_150hp,2016,Diesel,Gear type automatic,Van,Stoff,fuel_consumption_1_,sold_0-7d
AD37212,price_10_15k,Opel,Astra,1.6,White,40-50k,horsepower_100_150hp,2015,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_3_,sold_0-7d
NH34570,price_10_15k,Renault,Clio,1.0 TCe,Red,10-20k,horsepower_100_150hp,2019,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
LJ44176,price_15_20k,Ford,Mondeo,1.5 EcoBoost,Red,60-70k,horsepower_150_200hp,2015,Benzin,Gear type automatic,Kombi,Alcantara,fuel_consumption_4_,sold_50_65d
PR33319,price_20_25k,BMW,3er,318d,Black,50-60k,horsepower_100_150hp,2018,Diesel,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_65_80d
AD66020,price_10_15k,Volkswagen,up!,1.0,White,10-20k,horsepower_0_100hp,2019,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_35_50d
TM21903,price_15_20k,Kia,cee'd,1.0 TGDI,Brown,10-20k,horsepower_100_150hp,2020,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_2_,sold_80_100d
AH51897,price_15_20k,Volkswagen,T-Roc,1.0 TSI,White,70-80k,horsepower_100_150hp,2018,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_2_,sold_35_50d
UE31015,price_15_20k,Mazda,CX-3,2.0,White,20-30k,horsepower_100_150hp,2016,Benzin,Gear type automatic,SUV,Leder,fuel_consumption_3_,sold_35_50d
AG17491,price_10_15k,Opel,Mokka,1.4 Turbo,Silver,90-100k,horsepower_100_150hp,2014,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_3_,sold_50_65d
ZV52210,price_10_15k,Skoda,Octavia,1.4 TSI,Gray,100k+,horsepower_100_150hp,2015,Benzin,Gear type manual,Kombi,Teilleder,fuel_consumption_2_,sold_35_50d
HT57146,price_15_20k,Skoda,Octavia,2.0 TDI,Blue,90-100k,horsepower_100_150hp,2015,Diesel,Gear type automatic,Kombi,Stoff,fuel_consumption_1_,sold_0-7d
MB32582,price_10_15k,Smart,forfour,1.0,White,40-50k,horsepower_0_100hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_15_25d
ZX23760,price_0_10k,Citroen,C3,1.2 e-VTi,Black,60-70k,horsepower_0_100hp,2016,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_65_80d
ZT08065,price_20_25k,Volvo,XC 60,2.0 D4,Brown,80-90k,horsepower_150_200hp,2015,Diesel,Gear type automatic,SUV,Leder,fuel_consumption_1_,sold_65_80d
ZZ00744,price_10_15k,Smart,fortwo,1.0,Black,40-50k,horsepower_0_100hp,2017,Benzin,Gear type manual,Coupe,Stoff,fuel_consumption_1_,sold_35_50d
VY82547,price_10_15k,Opel,Adam,1.4,White,70-80k,horsepower_0_100hp,2016,Benzin,Gear type manual,Limousine,Teilleder,fuel_consumption_2_,sold_50_65d
AH53024,price_0_10k,Mitsubishi,Space,1.0,Red,30-40k,horsepower_0_100hp,2016,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_0-7d
KK38236,price_10_15k,Kia,Rio,1.4,Blue,40-50k,horsepower_0_100hp,2017,Benzin,Gear type manual,Limousine,Leder,fuel_consumption_2_,sold_0-7d
US80678,price_15_20k,Kia,Sportage,1.6 GDI,White,30-40k,horsepower_100_150hp,2017,Benzin,Gear type manual,SUV,Teilleder,fuel_consumption_3_,sold_15_25d
ZJ41552,price_20_25k,Volkswagen,Touran,1.4 TSI,Gray,50-60k,horsepower_100_150hp,2017,Benzin,Gear type manual,Van,Stoff,fuel_consumption_3_,sold_0-7d
XB28194,price_25_30k,Audi,S3,2.0 TFSI,Blue,80-90k,horsepower_over250hp,2015,Benzin,Gear type manual,Limousine,Alcantara,fuel_consumption_4_,sold_50_65d
AA63266,price_0_10k,Renault,Twingo,1.0 SCe,White,20-30k,horsepower_0_100hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
MJ60916,price_10_15k,MINI,MINI,Cooper,Orange,60-70k,horsepower_100_150hp,2014,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
SR80627,price_0_10k,Skoda,Citigo,1.0 MPI,Black,30-40k,horsepower_0_100hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_0-7d
JE93142,price_15_20k,Volkswagen,Golf VII,Variant 1.0 TSI,Gray,60-70k,horsepower_100_150hp,2017,Benzin,Gear type automatic,Kombi,Stoff,fuel_consumption_2_,sold_50_65d
EW74741,price_15_20k,Audi,A1,1.4 TFSI,Blue,60-70k,horsepower_100_150hp,2018,Benzin,Gear type manual,Limousine,Teilleder,fuel_consumption_2_,sold_50_65d
MH63749,price_25_30k,Land Rover,Evoque,2.0 Td4,Gray,70-80k,horsepower_100_150hp,2017,Diesel,Gear type automatic,SUV,Leder,fuel_consumption_2_,sold_0-7d
JM66304,price_over30k,Audi,A3,40 TFSIe,Yellow,0-10k,horsepower_200_250hp,2021,Hybrid,Gear type automatic,Limousine,Stoff,fuel_consumption_1_,sold_80_100d
MV09345,price_15_20k,Volkswagen,Polo,1.0 TSI,Blue,10-20k,horsepower_0_100hp,2018,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_2_,sold_15_25d
